"mztime"	"VK_180504_097"	"VK_180504_103"	"VK_180504_121"	"VK_180504_127"	"VK_180504_145"	"VK_180504_151"	"VK_180504_181"	"VK_180504_187"	"VK_180504_205"	"VK_180504_211"
"mztime"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"
"103.0865175/5.542989664"	"352391.8472"	"321285.9056"	"2498648.292"	"301349.4047"	"310446.8374"	"56897812"	"416432.3834"	"325643.641"	"328018.2399"	"322758.714"
"103.0882797/107.6353848"	"1273369.329"	"1840084.562"	"1165653.409"	"790089.7782"	"1421963.014"	"1561190.842"	"1334095.443"	"1532640.445"	"986378.634"	"1167997.348"
"103.0946035/90.8139904"	"1830889.354"	"2014828.099"	"2165428.445"	"806744.8772"	"1560661.134"	"1059391.275"	"620220.7731"	"509324.6744"	"398233.9803"	"1563016.743"
"103.0946072/249.992965"	"1580695.197"	"830966.1466"	"1498117.167"	"2263208.255"	"1362471.178"	"1984119.248"	"2045793.493"	"1938301.187"	"2043475.954"	"1815326.324"
"103.7741166/6.66775899"	"89024.34551"	"63214.89985"	"70565.74563"	"66225.45241"	"35900.84957"	"62304.37412"	"459505.5858"	"45871.42304"	"113989.7204"	"982617.1033"
"103.9555751/252.0540229"	"56897812"	"1068279.859"	"1457848.56"	"771185.2605"	"8178.697864"	"1372964.299"	"56897812"	"56897812"	"759620.3199"	"8297.469989"
"104.023613/287.1653969"	"832040.8011"	"307955.367"	"1454547.435"	"701866.574"	"742501.0042"	"281676.4606"	"1465960.314"	"773982.7743"	"1262909.527"	"1290759.167"
"104.0464087/127.1392422"	"14254995.69"	"96580636.24"	"56897812"	"13986746.84"	"17722250.75"	"149515605"	"18775596.38"	"24058115.06"	"18973113.95"	"56897812"
"104.0482838/266.739043"	"6999814.761"	"56897812"	"33928164.9"	"9291371.496"	"3803944.921"	"56897812"	"4894631.089"	"6432500.906"	"9606752.366"	"6072041.75"
"104.0607467/120.054191"	"4357299.323"	"3165908.558"	"4997909.888"	"6456092.781"	"4486623.777"	"6082728.746"	"6939993.967"	"7110792.073"	"7358821.805"	"7221752.856"
"104.3222675/134.5820515"	"2544332.999"	"3513157.274"	"1032238.737"	"2922129.816"	"3289500.153"	"5878497.18"	"3833305.636"	"4206670.323"	"4218463.18"	"3862960.145"
"104.5466891/261.7987771"	"8830071.582"	"56897812"	"56897812"	"9277254.43"	"6650567.563"	"56897812"	"8077671.95"	"6202214.41"	"6347055.095"	"6552378.019"
"104.8163036/44.49319187"	"1983821.711"	"1358196.814"	"1702539.163"	"1110040.002"	"1722204.909"	"1598027.607"	"1258270.995"	"1567611.356"	"1615092.241"	"1331533.067"
"104.9077883/287.9228158"	"1056669.647"	"56897812"	"56897812"	"997331.0093"	"1120373.14"	"56897812"	"564714.8613"	"56897812"	"1917380.408"	"56897812"
"105.0334012/210.5663238"	"111970645.8"	"122334678.7"	"59951278.48"	"57573216.74"	"111050191"	"56808832.48"	"56897812"	"120316748.2"	"38559902.54"	"109130073.8"
"105.0544908/251.1399554"	"2463592.315"	"2355459.101"	"1544480.67"	"2451211.008"	"3290808.166"	"2812279.17"	"3177094.305"	"3487939.128"	"1538892.695"	"2446796.053"
"105.0545749/86.36957719"	"1550609.22"	"618654.0168"	"1390574.134"	"1475038.624"	"948861.1572"	"149262.2279"	"2296582.777"	"1701694.567"	"1377181.814"	"1398965.059"
"105.0839788/43.96122543"	"24764269.49"	"23459380.08"	"21518578.03"	"18898516.54"	"19991971.98"	"23291733.48"	"21413505.19"	"24604718.03"	"22155092.87"	"22233062.35"
"105.0911503/38.35207791"	"56897812"	"2415322.361"	"56897812"	"1538988.479"	"1428278.596"	"2513603.701"	"56897812"	"56897812"	"56897812"	"1792208.98"
"105.0972244/45.12334559"	"8552794.357"	"9967931.638"	"6296314.543"	"7590086.724"	"6027371.285"	"9463823.199"	"7559079.573"	"8268183.235"	"8464568.975"	"7401221.444"
"105.1039384/44.03601749"	"3445935848"	"3207966489"	"2639341355"	"2744156719"	"2827546709"	"3253560741"	"2792957912"	"3619111322"	"3201281867"	"3239624908"
"105.1131547/43.36337343"	"3619232.029"	"56897812"	"56897812"	"459966.2284"	"3725922.73"	"56897812"	"3235991.912"	"1177190.676"	"3297810.148"	"4940512.874"
"105.1167641/44.12124199"	"56897812"	"56897812"	"56897812"	"1333466.291"	"1444673.43"	"56897812"	"56897812"	"2389692.078"	"2417995.176"	"1776600.952"
"105.123893/43.79609692"	"22445836.09"	"22752847.37"	"19292752.51"	"18400682.72"	"19241394.45"	"22972422.01"	"19938483.4"	"21864427.69"	"21663211.11"	"22687122.05"
"105.226241/156.7269469"	"2199922.631"	"56897812"	"56897812"	"2019086.336"	"2570935.545"	"56897812"	"1682478.096"	"2027331.235"	"2298864.384"	"1991082.563"
"105.3927248/44.38857612"	"2207482.197"	"1461372.349"	"1360545.848"	"1441611.761"	"1793131.826"	"1724347.749"	"1342758.908"	"1398375.834"	"1413966.518"	"1449096.418"
"105.4920234/140.7797737"	"6088256.515"	"56897812"	"4130481.459"	"7073952.498"	"7554554.882"	"56897812"	"4959962.955"	"5616467.159"	"6109583.146"	"5411326.659"
"106.0320414/249.5574962"	"2112899.771"	"1734833.558"	"1143083.746"	"2509493.02"	"1661441.38"	"3098709.28"	"1350095.042"	"2619005.987"	"1555343.24"	"2268924.476"
"106.0367401/111.9997281"	"3700287.922"	"526773.9696"	"56897812"	"4897217.021"	"3320832.607"	"6373386.389"	"2151864.627"	"3775562.443"	"5071082.483"	"3422861.028"
"106.0683218/273.5623057"	"9294769.354"	"6826183.487"	"4447965.571"	"5617166.98"	"8446212.14"	"6684512.454"	"8816598.755"	"7408880.01"	"14957984.53"	"56897812"
"106.0861968/29.0518899"	"5568710.535"	"1471384.136"	"2154121.455"	"3850968.903"	"4838233.419"	"4898445.422"	"4778499.78"	"5825997.083"	"4425921.072"	"5039110.262"
"106.1073089/43.60358293"	"184542517.7"	"184662947.3"	"152632165.4"	"152997618.8"	"150493018.7"	"186710125.4"	"153993168.2"	"198489738.9"	"177449787.3"	"178403062.2"
"106.1101152/44.61782484"	"9135287.691"	"7898467.44"	"7261260.75"	"5815356.653"	"7562631.637"	"7953594.225"	"7553432.714"	"5610245.964"	"6908341.337"	"7145470.294"
"106.1275326/42.77717732"	"725468.6368"	"607782.1425"	"488716.3413"	"433503.1102"	"56897812"	"540744.2274"	"1939559.664"	"489823.6376"	"444677.1698"	"592933.9705"
"106.9915579/147.0703007"	"4227435.533"	"56897812"	"56897812"	"4608986.777"	"3953730.508"	"56897812"	"4561663.799"	"5380612.007"	"4671942.906"	"4144407.706"
"106.9989233/67.81563991"	"19877315.2"	"9039403.275"	"9787184.764"	"15792825.8"	"17697467.91"	"7555367.389"	"19051108.43"	"18837190.88"	"16809745.57"	"17275917.05"
"107.0171627/20.16293048"	"56897812"	"642621.0538"	"675937.4317"	"406394.5086"	"216130.4765"	"511591.9906"	"160256.0535"	"191804.721"	"249457.4679"	"56897812"
"107.0308919/41.28160383"	"637873.7516"	"56897812"	"56897812"	"9856.499384"	"783507.6268"	"56897812"	"588175.6642"	"74250.21619"	"56897812"	"56897812"
"107.0523134/18.84341941"	"362861.1443"	"395525.4415"	"56897812"	"325564.9113"	"385141.3316"	"479072.4716"	"537759.8287"	"376988.6603"	"372650.9466"	"419160.2194"
"107.065306/54.02828922"	"1266560.054"	"56897812"	"56897812"	"1013009.641"	"1109175.752"	"56897812"	"1065439.696"	"1190205.809"	"983195.7325"	"1061305.117"
"107.0701703/247.3509659"	"730884.6897"	"38024.68037"	"56897812"	"1206847.48"	"867410.7189"	"56897812"	"1077473.584"	"570306.8631"	"765554.339"	"1113209.045"
"107.0702064/14.93370141"	"856812.6018"	"85018.62693"	"56897812"	"1306057.638"	"274283.6661"	"56897812"	"1061085.828"	"292596.9325"	"1394136.147"	"291311.2002"
"107.0854553/90.15802543"	"1653036.688"	"359915.3873"	"1764145.529"	"1686555.709"	"441010.4038"	"1311588.744"	"1428086.456"	"805261.809"	"2304075.986"	"1377352.599"
"107.108198/44.03824741"	"6438609.414"	"7154403.149"	"6962310.831"	"5800183.36"	"5575931.922"	"7984664.901"	"5906798.642"	"7270723.515"	"6780203.662"	"6893915.424"
"107.1106803/44.66700478"	"3461105.775"	"3764220.231"	"2550374.874"	"2852442.588"	"2781056.947"	"4157744.735"	"3067049.631"	"3877700.348"	"3562731.206"	"3507663.909"
"107.4929442/289.9377302"	"940647.3306"	"1352571.105"	"1741717.513"	"1687557.701"	"1264842.91"	"1573562.173"	"1708007.979"	"1660241.718"	"1622227.855"	"1693446.626"
"107.4929491/159.3744766"	"4660138.022"	"56897812"	"56897812"	"4696502.662"	"5019689.964"	"56897812"	"5663648.082"	"5202608.527"	"5305003.959"	"4812796.219"
"107.5164445/20.2017137"	"308532.1208"	"385815.9528"	"405887.7542"	"512682.4226"	"160146.9727"	"318752.8414"	"156518.0341"	"162441.2009"	"188571.5481"	"159937.9247"
"107.6507885/7.565157959"	"176984.7668"	"146905.4699"	"151647.6573"	"145111.5971"	"146556.1822"	"104245.5661"	"112054.0259"	"121804.1363"	"89443.60024"	"89954.83623"
"107.9890484/200.2784223"	"5494483.467"	"9031960.47"	"8860122.838"	"6301667.616"	"8391190.045"	"10528653.87"	"9568203.406"	"13667119.4"	"10592168.51"	"10200128.21"
"108.014809/258.1615638"	"2637580.828"	"9742417.228"	"12397076.18"	"12213491.26"	"1628941.116"	"18192930.9"	"996877.7347"	"680660.1803"	"9551517.658"	"1174338.797"
"108.0226662/288.1985205"	"774409.7734"	"667706.9251"	"978335.6076"	"1141765.857"	"1485349.529"	"56897812"	"56897812"	"526366.5854"	"1725578.153"	"1080202.876"
"108.0249569/202.0774361"	"331056.2904"	"1403725.718"	"56897812"	"679094.9286"	"1123784.44"	"56897812"	"964543.8043"	"788039.006"	"1206719.007"	"1436931.345"
"108.5125076/24.96699453"	"248727.2096"	"987314.2646"	"623301.2355"	"321643.0357"	"127374.3512"	"298162.5373"	"239132.4289"	"87588.83488"	"163385.7038"	"156646.5012"
"108.5173258/21.21309547"	"1041016.619"	"1651876.685"	"1631934.369"	"1244904.695"	"884722.0962"	"1386827.211"	"678429.6425"	"851998.645"	"1219136.212"	"865205.6051"
"108.6852187/177.7924959"	"2363921.935"	"1379725.581"	"56897812"	"2785621.227"	"2453374.345"	"2521522.766"	"2559611.349"	"2753122.108"	"2707504.556"	"2351501.351"
"108.6852955/290.7950917"	"1490498.924"	"700578.8529"	"1763142.375"	"1645251.239"	"1337927.231"	"484661.3452"	"1154890.154"	"1213112.382"	"1426056.554"	"1258050.098"
"109.0150547/20.4406771"	"122259.5425"	"163890.7423"	"497876.1569"	"136271.0589"	"56897812"	"76586.15549"	"591846.3908"	"136924.7423"	"77202.42542"	"1028393.358"
"109.0339706/208.7076501"	"168174808.1"	"108069609.3"	"102180826.4"	"163304640.1"	"143332352.9"	"131426566.1"	"129842560"	"84425975.94"	"81714283.77"	"123246104.4"
"109.0632432/53.230063"	"7777071.375"	"3091487.846"	"2234577.219"	"4786890.117"	"6586981.422"	"3322744.116"	"7411401.135"	"7976807.774"	"6880460.935"	"6970047.311"
"109.1010962/128.1355734"	"791377.3199"	"1378187.39"	"2181335.805"	"2982620.604"	"1519282.954"	"826090.3967"	"2476138.904"	"1445100.273"	"2449157.554"	"2293843.919"
"109.5356382/284.4127897"	"1999023.108"	"2784570.896"	"1499108.884"	"2892110.591"	"2920244.479"	"2852847.315"	"1973084.151"	"1785309.766"	"2021278.295"	"1891719.079"
"109.9848577/202.119021"	"56897812"	"56897812"	"56897812"	"2196851.333"	"337961.558"	"56897812"	"784868.5341"	"848854.4444"	"56897812"	"570800.4753"
"109.995671/285.5966272"	"23021640.66"	"26571493.06"	"37985655.32"	"17751951.48"	"25996256.93"	"35938736.49"	"20696605.25"	"21745480.77"	"29606069.34"	"21078414.61"
"110.0086833/17.19492705"	"741530.2742"	"2270630.314"	"1602790.678"	"1357725.47"	"583980.9557"	"1613672.279"	"904605.7638"	"779636.8443"	"878061.7851"	"844012.8872"
"110.0599666/283.6438232"	"5722322.578"	"7906852.285"	"2525838.332"	"4327767.094"	"6090933.274"	"1304919.212"	"4232922.231"	"4053067.118"	"4137390.014"	"2747856.667"
"110.071216/11.5294218"	"211394.5741"	"56897812"	"295035.091"	"241991.1971"	"226092.1954"	"56897812"	"198276.1281"	"236878.6925"	"56897812"	"153989.7158"
"110.4973656/288.4944162"	"771809.9833"	"1466459.225"	"2186977.321"	"1430250.888"	"804860.1814"	"1975316.492"	"1153391.505"	"519946.3333"	"1511516.719"	"1656793.285"
"110.4973726/165.9029226"	"3519787.694"	"4214868.492"	"4358004.09"	"3813178.583"	"2411672.974"	"2820846.189"	"4571643.488"	"4918923.619"	"4444994.876"	"4661841.783"
"110.5297205/283.104101"	"1000028.03"	"2956196.512"	"3638075.576"	"556682.4018"	"740308.6816"	"56897812"	"426941.2016"	"2311377.158"	"1403757.92"	"349885.1036"
"110.5414234/145.2601574"	"2849961.911"	"56897812"	"1311965.24"	"2457605.84"	"2633115.361"	"56897812"	"2391894.076"	"1328595.584"	"1488234.535"	"1693663.912"
"110.5417711/271.5276109"	"198318.8263"	"56897812"	"3589115.377"	"2441746.871"	"708200.6805"	"56897812"	"432974.3175"	"56897812"	"868657.822"	"792309.681"
"110.5788337/104.6004006"	"286887.4351"	"56897812"	"56897812"	"56897812"	"645934.9087"	"56897812"	"773900.554"	"1383766.747"	"339686.7714"	"769380.4117"
"110.9357559/192.6278048"	"2634908.048"	"4724557.915"	"2006808.688"	"2400644.342"	"1198323.517"	"4992272.537"	"517630.3312"	"3850046.333"	"949662.9733"	"2947946.338"
"110.9357633/269.7071296"	"393568.0987"	"681560.556"	"576841.9078"	"916395.9837"	"278370.5272"	"373795.6381"	"586267.7277"	"510892.7506"	"542062.8963"	"619435.5854"
"111.0201023/286.5285314"	"56897812"	"305887040.9"	"279510526.8"	"38108667.03"	"18204336.84"	"317911497.9"	"15968772.81"	"11346208.24"	"56897812"	"56897812"
"111.0308097/283.5934657"	"1670168.388"	"843517.9725"	"980526.5144"	"1104241.479"	"1036490.721"	"472606.4653"	"1525806.861"	"709187.8014"	"499427.1073"	"1429752.388"
"111.0439427/113.0134886"	"1856955.982"	"56897812"	"2184902.224"	"3048893.061"	"2882739.924"	"2270518.743"	"1379396.391"	"3318580.868"	"1917147.873"	"1822850.325"
"111.0551756/254.4098573"	"7807748.981"	"3554889.736"	"2693075.592"	"4968984.187"	"1959479.195"	"4362128.281"	"4457927.664"	"4277389.019"	"4783378.805"	"2627145.265"
"111.0551859/21.66334138"	"2003860.141"	"2485260.415"	"2972810.136"	"1029484.662"	"2304536.509"	"2714134.385"	"2161869.318"	"2347671.867"	"1723049.687"	"2046723.978"
"111.063281/11.55805132"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"185876.8995"	"56897812"	"205992.4552"	"56897812"	"159303.7327"
"111.0803626/91.56756893"	"1071486.59"	"1287060.858"	"934355.989"	"1181021.42"	"1847147.993"	"210249.99"	"279981.1983"	"1280829.172"	"297509.7328"	"314473.6922"
"111.0915821/278.9386375"	"2866378.047"	"921070.1444"	"4632996.587"	"5687821.308"	"3877435.932"	"4102767.356"	"6054026.472"	"4521693.826"	"3478650.451"	"972433.4328"
"111.5100323/135.7599298"	"2128595.072"	"9979182.379"	"7368806.991"	"1603940.102"	"2206202.242"	"8396452.427"	"1532407.131"	"3570284.772"	"2854139.802"	"2596272.872"
"111.5125525/130.0674523"	"24627359.91"	"56897812"	"139295967.9"	"27182208.75"	"32538788.39"	"56897812"	"39807691.22"	"50812695.28"	"40992618.83"	"37876848.81"
"111.5188737/20.67215597"	"376484.1868"	"546512.6207"	"575070.2391"	"544308.5964"	"312972.6787"	"485277.9586"	"273764.9822"	"289318.3135"	"492079.5893"	"295470.5209"
"111.5217859/233.2259083"	"9839349.129"	"56897812"	"56897812"	"9497262.788"	"7954888.355"	"56897812"	"7643328.997"	"5245758.75"	"5665305.564"	"5555035.246"
"111.5280268/286.3719812"	"2378799.52"	"2451999.934"	"3328235.092"	"2612339.926"	"1836434.5"	"2050865.944"	"2086030.65"	"2265505.167"	"1319276.001"	"2060724.893"
"111.5810287/268.8176432"	"425722.4283"	"1035312.959"	"1341063.626"	"498237.9345"	"742995.4879"	"1002223.662"	"395449.2799"	"323820.7673"	"1121647.259"	"715094.0898"
"111.9053588/267.8816275"	"285081.7889"	"1452474.654"	"2087405.425"	"587520.1741"	"978461.4104"	"673758.3277"	"437784.9119"	"381372.4581"	"548773.4162"	"999633.3635"
"111.9921296/160.1548671"	"1824564.979"	"56897812"	"2627807.856"	"1055018.688"	"2075674.869"	"56897812"	"1906855.648"	"3975866.859"	"2438398.389"	"2169970.328"
"112.0178206/225.405227"	"50728050.88"	"130552881.6"	"56897812"	"7924162.596"	"50399263.2"	"67992856.81"	"55893872.26"	"56683228.19"	"71077342.99"	"23825514.47"
"112.0409211/186.1585102"	"96981699.92"	"5522443.824"	"14499972.75"	"3483856.995"	"126424563.5"	"4857046.223"	"131934899.1"	"20650879.76"	"56897812"	"2324412.747"
"112.0504618/271.6571231"	"879955.7026"	"906994.1514"	"887406.4185"	"811174.3861"	"1218906.316"	"56897812"	"965716.9068"	"536937.5249"	"483338.7294"	"474491.6444"
"112.0885913/109.141145"	"1255633.856"	"1798344.217"	"56897812"	"531526.8379"	"1183284.572"	"1782685.726"	"1663840.407"	"2060808.524"	"1417763.784"	"1482757.12"
"112.0994053/12.65764484"	"115978.3652"	"107088.8025"	"56897812"	"99219.16593"	"221069.9611"	"179269.1149"	"92326.07398"	"94049.48935"	"112014.4196"	"75008.97693"
"112.1119795/15.63619981"	"360097.8177"	"269559.7274"	"388093.5994"	"400266.8876"	"236349.2896"	"268437.4236"	"382239.4319"	"279836.9949"	"193187.0921"	"192592.2713"
"112.1119854/284.4419174"	"27698693.9"	"18380511.31"	"55073152.79"	"2360829.474"	"20642898.98"	"21564815.5"	"28373100.17"	"22732160.18"	"1473348.312"	"495258.9444"
"112.1981302/155.0055723"	"1753977.208"	"56897812"	"56897812"	"2235749.673"	"2116326.608"	"56897812"	"897110.1831"	"2203833.254"	"1893045.167"	"1391780.69"
"112.539196/275.7929452"	"1112171.206"	"2399477.188"	"7657085.489"	"507175.1916"	"1012246.472"	"524997.8739"	"1304535.156"	"1081678.498"	"807683.4602"	"1290263.146"
"112.8956035/56.07878445"	"1517795780"	"2809299331"	"3067011494"	"1457661889"	"1453964680"	"2630992295"	"949740337.7"	"644151801.2"	"671293682"	"661172255.4"
"112.9179424/55.63442111"	"7559665.532"	"56897812"	"15564261.07"	"6236450.724"	"7162350.675"	"56897812"	"56897812"	"56897812"	"8535558.621"	"6553950.835"
"113.0165941/228.4161937"	"4461780.555"	"56897812"	"3801697.091"	"5369346.669"	"3982588.862"	"56897812"	"3005950.23"	"2810922.349"	"56897812"	"2700441.208"
"113.023176/106.9480797"	"2203692.696"	"2198225.08"	"2672023.844"	"2718233.28"	"944807.336"	"2957125.142"	"2923575.914"	"1411116.965"	"3253258.319"	"2322271.052"
"113.0349519/185.8057823"	"4823871.948"	"24555887.7"	"24300522.58"	"27698824.45"	"19103544.53"	"40487578.7"	"13501458.86"	"10845554.12"	"29600538.2"	"37000461.12"
"113.0507722/266.6618843"	"8543922.351"	"56897812"	"32077497.57"	"10892236.62"	"7864379.048"	"56897812"	"6645726.617"	"6613315.276"	"7771619.964"	"5854519.4"
"113.0595529/111.605583"	"3593047.134"	"4290952.966"	"3368000.676"	"2243469.457"	"3715907.03"	"1680092.047"	"2569418.397"	"883245.9638"	"3097933.639"	"1890697.047"
"113.0595933/253.871685"	"2741063.305"	"825314.1894"	"2125470.545"	"1901433.002"	"4962468.823"	"2957061.126"	"5381620.872"	"4368015.61"	"6592294.552"	"6816768.325"
"113.0707983/256.8001109"	"2166552.448"	"687144.4968"	"924394.7691"	"1323440.579"	"1842635.756"	"1053438.963"	"1858225.344"	"859599.851"	"1023199.9"	"1268138.205"
"113.072593/108.1856479"	"1788032.53"	"3185018.971"	"2402650.164"	"1486999.501"	"1909650.13"	"2957274.394"	"2868772.789"	"3031847.186"	"2301362.981"	"2190725.747"
"113.0959809/245.3133923"	"520847.1384"	"247805.1657"	"56897812"	"713671.266"	"800379.9121"	"19949.44505"	"662019.4148"	"839893.4275"	"1076772.527"	"907084.7093"
"113.1153189/289.2929751"	"1459395.385"	"1145306.536"	"3456125.149"	"56897812"	"1139005.18"	"1092698.821"	"1405360.772"	"1216720.505"	"56897812"	"56897812"
"113.1294827/11.207493"	"59921.07716"	"60286.9281"	"71593.70741"	"36614.23063"	"44577.68"	"60490.21197"	"44424.07708"	"41997.68012"	"56897812"	"56897812"
"113.5371958/282.0203754"	"1242454.679"	"56897812"	"3096688.397"	"915147.348"	"1380464.584"	"56897812"	"1027810.414"	"56897812"	"665396.878"	"756125.6401"
"113.5498729/278.9908598"	"529076.1241"	"1730242.354"	"855368.6063"	"774662.7473"	"543898.9461"	"1348155.869"	"398405.6496"	"389303.6976"	"786886.0786"	"215869.1626"
"114.0348213/151.3327679"	"4211112.124"	"56897812"	"6592963.117"	"56897812"	"3715189.148"	"56897812"	"3054723.8"	"3578569.22"	"1809200.781"	"3799000.21"
"114.0520332/11.49215634"	"62698.33097"	"56897812"	"39961.78979"	"56897812"	"69256.6861"	"56897812"	"38040.13749"	"56897812"	"56897812"	"56897812"
"114.0548859/270.3065058"	"10178240.52"	"8160137.198"	"4932598.228"	"7068494.79"	"5625004.494"	"2762779.363"	"8771514.274"	"10509554.7"	"5138805.53"	"4609698.343"
"114.0585154/236.4991756"	"655910.8119"	"56897812"	"56897812"	"56897812"	"922799.3926"	"56897812"	"549447.7782"	"297904.6881"	"823724.0046"	"818335.1457"
"114.0585308/9.995129259"	"1036295.466"	"56897812"	"826100.8983"	"56897812"	"646541.1562"	"56897812"	"930157.1977"	"547828.2332"	"835603.3953"	"832930.4477"
"114.0732415/108.9150446"	"2576931.687"	"3060305.586"	"1629747.119"	"2879260.194"	"3339324.725"	"2272394.969"	"2600736.94"	"1579653.912"	"3535265.638"	"2367530.191"
"114.0733931/14.51875109"	"1609703.767"	"1699013.559"	"1813582.262"	"1206330.721"	"953504.9747"	"1969592.259"	"1593548.356"	"1562641.093"	"958520.3762"	"1270294.602"
"114.1106397/246.8473295"	"1146957.604"	"17331.46758"	"14850.53512"	"1247079.176"	"1192237.803"	"56897812"	"518525.1186"	"906394.4105"	"948001.7284"	"1059863.566"
"114.8698839/55.96458328"	"2451683.826"	"3379375.767"	"4028180.975"	"1901478.21"	"1976894.914"	"2896195.604"	"3195516.79"	"1181188.274"	"2444030.971"	"2533468.154"
"114.8926909/57.34280115"	"582661880"	"779151676.8"	"957022398.3"	"299421760.4"	"557210408"	"736812980.6"	"579319548.6"	"252749588.7"	"291318036.9"	"261014075"
"114.9799841/19.08138833"	"542354.3658"	"650215.9375"	"639064.413"	"561800.5863"	"455644.2612"	"487539.5657"	"369430.7554"	"409818.4694"	"491687.7969"	"380267.9136"
"114.9948985/290.1703859"	"1022202.575"	"1213636.56"	"1711021.51"	"972513.3987"	"962569.9503"	"56897812"	"1020730.596"	"1188784.887"	"663261.0869"	"1297209.425"
"115.0285323/38.90535989"	"1327155.89"	"833637.3106"	"912354.8863"	"1091456.657"	"1148898.143"	"841007.397"	"1204483.085"	"1193879.743"	"1074876.211"	"1092729.39"
"115.0339638/151.7031467"	"4193860.647"	"1187602.584"	"56897812"	"3895803.166"	"3795182.092"	"56897812"	"4275633.03"	"4931745.87"	"2998641.614"	"3778889.978"
"115.0339877/281.4891197"	"1159946.314"	"372575.1468"	"1279540.402"	"1283225.362"	"597412.3262"	"882643.5163"	"1279359.21"	"2226485.389"	"526073.5572"	"1375880.252"
