mz,time,DW_140904_013.cdf,DW_140904_019.cdf,DW_140904_025.cdf,DW_140904_031.cdf,DW_140904_037.cdf,DW_140904_043.cdf,DW_140904_049.cdf,DW_140904_055.cdf,DW_140904_061.cdf,DW_140904_067.cdf,DW_140904_073.cdf,DW_140904_079.cdf,DW_140904_085.cdf,DW_140904_091.cdf,DW_140904_097.cdf,DW_140904_103.cdf,DW_140904_109.cdf,DW_140904_115.cdf,DW_140904_121.cdf,DW_140904_127.cdf,DW_140904_133.cdf,DW_140904_139.cdf,DW_140904_145.cdf,DW_140904_151.cdf,DW_140904_157.cdf,DW_140904_163.cdf,DW_140904_169.cdf,DW_140904_175.cdf,DW_140904_181.cdf,DW_140904_187.cdf,DW_140904_193.cdf,DW_140904_199.cdf,DW_140904_205.cdf,DW_140904_211.cdf
,,control,control,control,PD,PD,control,PD,PD,PD,control,PD,control,PD,PD,control,control,PD,PD,control,PD,PD,PD,control,PD,PD,PD,control,control,PD,control,PD,PD,PD,PD
115.957464,133.6050893,5558734.667,4076217.667,3573349.667,3336270.333,4172613.667,2978682.667,14623396.67,3752324,3713989.333,2570100,1630574.333,3431038.333,2180560,2990301.333,4171948.333,2743517,2635380,1973096.667,2301272.333,2573485.333,2431667.333,15926998.67,11120660,14807680,17055405,5664094,20121211,7053841.333,6678320.667,5715824.667,4756247.667,4538614.333,3687825.333,5511432
115.9708148,102.9431415,1035480,1394641.5,174825.3334,1569444,174825.3334,506893,174825.3334,798405,174825.3334,1090608.5,1591565,1114622,705285,569413,349650.6667,174825.3334,744341.6667,174825.3334,639784,962570,707297,1031272,2345633,174825.3334,174825.3334,2011385,174825.3334,174825.3334,822469,174825.3334,174825.3334,773913.6667,1206308,484232.5
116.0021829,123.591105,20022263.67,9690095.333,12547806,10388992.67,12205718.33,10655324.33,56127867.67,11899376,10179118,7455622.667,5155603.667,11497821,4904527.333,6509153.333,7569045.667,6496781.333,4682927.667,6279862.667,7033628.667,5158278.333,5067900.667,54094227,40875137,38259992,84266749.67,29022924.67,73819914,22177771.67,20594223.33,20893887.67,14572660.67,15257890,11515928.33,16276394
116.0022569,194.0776966,3787395,5214575,4132906.5,4653758,8988656,5365546,1168589.5,5313470,6102875,1168589.5,1168589.5,4175291,1168589.5,6245803.5,1168589.5,6277072,1168589.5,1168589.5,2337179,4230168,3478495,8238929,7412760,24628760.5,1168589.5,1168589.5,1168589.5,4709140,4292063,1168589.5,1168589.5,4612717,3757833,3811389
116.0022627,330.0755262,1076457,6816903,1076457,4312560,6175065,11140272,31566888,13111341,15668452,15918089,7931573,19623135.5,30991642,31711537.67,1076457,9474189.5,17017839,31480177,15251520,32005660,19501864.5,32142010,20562140,1076457,19878768,1076457,8243891,5171892.333,10674458.5,4357310,2152914,10167562.5,33768903,27701861.5
116.0023144,494.8448733,870287.5,870287.5,870287.5,3643343,870287.5,4372322,6147484,870287.5,6766610,4776902.5,4964952,870287.5,4616488.5,870287.5,3647228,7199325,870287.5,3549813,870287.5,4784586.5,3550691.5,870287.5,870287.5,870287.5,870287.5,4754264,5317746,870287.5,8447487,7231617,870287.5,4605196,4296699,1740575
116.0152913,551.4964945,3899370,6501937.667,626865,3784243,6183351,5028668,1253730,2711325.5,5624976,5301307,5947125.5,626865,6543739,4924736.667,626865,626865,4024017.5,7217991,5165746.5,5137521.5,5566163,2877441,2456197,626865,626865,626865,626865,626865,626865,3005737,3841490,626865,4801295.5,1750208
116.0152998,561.9113777,8904875,6420810.667,4643385,6641739.5,7156876.667,8277538,589465,3079406.667,3965438.5,5171339.333,5046714,4214149,3243444.333,4913823.333,2887288,4091613,4781904,6723591.5,4730917.333,4059289,6406238,1178930,3733721,589465,589465,589465,589465,589465,2741216,1747156,2669755,3064549,4388687,3533612
116.0375926,85.31150924,6113527.333,5443106.667,3578752.5,6487209,4764949.667,2880238,5465044.667,5924897.667,3979134.667,6404489,4018459.333,5925235.333,6603572,5245410.667,4096764.333,3460783.5,5736347.667,3510604.5,4320816.333,3629072.667,4141522,6024946.333,7265612,8888721.5,12968534,12559455.5,6909832.333,3468395.667,3513080,4092883.5,2481153,5052750.333,9036330.667,6990261.333
116.0530206,210.1191601,2176432,2176432,2176432,2176432,6025023,2176432,2176432,2176432,6009173,2176432,2176432,2176432,5492291,2176432,2176432,2176432,2176432,2176432,2176432,2176432,2176432,6085073,2176432,2176432,2176432,2176432,4352864,4478665.667,2176432,2176432,2176432,7342544.5,2176432,2176432
116.0530398,405.0703815,1188774.5,1188774.5,1188774.5,1188774.5,4046483,6198923,6824673,1188774.5,6138868.5,1188774.5,8315219,1188774.5,3352516,1188774.5,5238086,1188774.5,5973107,20847973,17202164,1188774.5,1188774.5,1188774.5,10003095,1188774.5,1188774.5,1188774.5,2940598,5928230,1188774.5,1188774.5,1188774.5,2377549,5248710,1188774.5
116.0620239,83.89714213,38745118,33172049.33,13931636.67,42336795.33,32553045.67,31363383.67,37848092.67,34729126.33,19983082.33,39632963,38784118.67,38322879,39499589.67,36066732,49188410.67,24886824.67,38241024,20599504.33,31622986,28767185.67,30767802.67,42474569.33,45661186.67,51907058.33,67281895.67,53095706.67,37165146,25913208.67,28174212.67,15693007.67,21540728.67,36090648,55708336,44121668.67
116.071,82.73315817,4269912132,3611056469,1278015734,4345482311,3207014132,3349027660,4147000109,3874347244,1810961365,4050371360,4124313173,3887240258,3974131711,3791059407,4545329560,2609692945,4019909014,2192866060,3521630603,2958234823,3099776383,4825512566,4935569326,6023926391,7375678528,6777284617,4266164446,2864034565,2903615622,1785050053,2279926764,3570426611,4936268180,4142678402
116.0799846,83.77159226,35721730.67,31037391.67,12700214,38694998.67,30463210.33,29220944.33,35663124.5,35694810.67,16467478.33,37224631.67,43865622.33,35685918,38095481.67,34422020.67,51050606,23429131.67,36787315,17850038.33,31908884.33,29057546,30855985.33,40621669,44017391,55555808,71454202.67,71228062.33,38867963.33,23552252,26808013.67,12277368.5,18465117.33,32868232,48261475.33,38381652.33
116.0846141,87.18226969,13591561,8282293,3035361.333,11362925,9021853.667,7882516.667,13648114,10656565.33,3966188.667,11381448.33,10721005,10289861.67,10115138.33,7650134.333,1517680.667,5493650,13813882.33,4900346.667,20486327.67,7551951.5,8507599,13591937,12047209,18194294.5,23579320.67,20714317.5,7502590.5,8791630,6026921,3722240,4573169,13871145.67,15516328.67,14912164.67
116.0880096,89.67925429,388569.5,388569.5,2157563,5065946,5918235,1739721,388569.5,2427969,3306587.667,2975251,9054221,388569.5,8053817.667,5440322,18716232,4510170,777139,3539283,5576097,2886503,3918826,388569.5,7912183,388569.5,5819907,15560398,2644507,3568858.5,1112900,2666853,388569.5,6146494,3139757,5858998
116.1072205,576.6510764,3112498.5,10294161,15832929,3112498.5,14146755.5,6224997,3112498.5,9937783,19125715,10385056,6678567,11044934,3112498.5,3112498.5,3112498.5,3112498.5,3112498.5,3112498.5,3112498.5,3112498.5,11228778,11023214,17454437,3112498.5,3112498.5,18485414,6873794,3112498.5,14609580,13218021.5,18701909,3112498.5,3112498.5,3112498.5
116.1072506,152.7562809,15693654,4038571.5,10054404.5,8077143,13219151,4038571.5,16036652.5,11302983,17323934,4038571.5,19934890,4038571.5,4038571.5,4038571.5,4038571.5,4038571.5,4038571.5,4038571.5,4038571.5,4038571.5,4038571.5,4038571.5,25158730,4038571.5,13607324,4038571.5,4038571.5,4038571.5,16859068,4038571.5,17356596,10031217,4038571.5,10792918
116.1073379,63.32568157,78840587.67,11425821,11425821,58414131,11425821,11425821,11425821,11425821,11425821,52049918,11425821,11425821,11425821,68387101.5,59619443.33,84870951.5,11425821,11425821,11425821,73841220,11425821,11425821,11425821,22851642,11425821,50345566.5,11425821,11425821,11425821,11425821,11425821,11425821,11425821,56586916
116.1073908,202.5779879,22826845,39366462,24028083,3307593.5,13611817,165338552,11850397,11878423,3307593.5,145631432,3307593.5,148397500.5,159595651,154414375,3307593.5,3307593.5,3307593.5,33589934,3307593.5,3307593.5,3307593.5,3307593.5,3307593.5,34420872,9067847,36172171,3307593.5,18522707,3307593.5,186163726,6615187,16982951,19792470,151780075
116.8912193,135.3335154,3451901,2630045,2298381,2711642,2798326,2214299,1107149.5,3979217.667,3082036.5,3427904,4236747.5,3088332.333,3500257,5489924,9812605,3403537,11059684,5328178,6792809.5,6274121,1107149.5,1107149.5,1107149.5,1107149.5,1107149.5,1107149.5,1107149.5,1107149.5,1107149.5,8476265,4035377.5,1107149.5,3631937,1107149.5
116.8912212,136.9199449,984020.5,3016394,2188571,2472575,984020.5,2480149,984020.5,2841302,2625578,4814024.667,984020.5,1968041,5858995,7717260,984020.5,3150489,8122314,2426053,3045439,2388257,6931067,984020.5,984020.5,984020.5,984020.5,984020.5,984020.5,984020.5,984020.5,984020.5,984020.5,984020.5,2495144.333,984020.5
116.891272,68.85564563,20807864,23470463.67,19236830.67,16323331.67,19809024.67,20631970.67,19737178.33,23997907,20281850.67,16894635.33,16912970.67,20872377,18725840,19921303,24729550,22901660,20127160.67,16450525.33,18543679.67,14063512.33,20637203.33,25440504.33,20147049.67,23477157.33,33655392.67,21721172.67,25025690.67,18292322.33,24465195.33,22381440.33,17956071.33,22615523.33,17487429.67,24816684.33
116.9722878,311.7633415,19261017,21281621,20924248,22108853.5,22397549,22936867.5,22599988.33,23009932.67,23572241.67,23564146.5,24081961,24273162.67,24510519.33,24688517,24193920,25045204,24228601.67,24720405.33,25076970.33,24494433,25547229,23737911.33,22963729,15932301,16910341,7966150.5,21127000.67,23475458.33,23764350.67,23759279,24909718.67,23915943.67,23906069.67,24207984.67
116.9762787,201.7735481,503220.5,1994723,503220.5,1421485,503220.5,503220.5,503220.5,2322726,3488113,503220.5,3002072,2723701.333,3404068,503220.5,2652999.5,3253348.5,503220.5,2918388.5,2461084,503220.5,2977962.5,503220.5,503220.5,503220.5,1172646.5,503220.5,503220.5,503220.5,503220.5,503220.5,2229462.5,503220.5,2878975,1006441
117.0549176,301.4822891,8615514,5813975,6296162,6390603.5,229264.5,6704641,7263261,2895660.5,6778301,3515490,3046492.667,1452643,3782013,3778849,6218146.5,2730180,6273729.5,229264.5,4403339.5,3293844,5232232.667,229264.5,4929979,229264.5,458529,229264.5,7094980,7135805,6992071,229264.5,229264.5,229264.5,229264.5,1321493
117.0577009,71.53688138,5491360.333,2934774.333,5676553,4682254.667,5220521,3273283.333,4384547.667,4385448.667,8549849.333,5135939.667,3329038,8545303,7834519.667,9531774,8410427,6614320,6407228.333,7793303.333,9772852.667,5279269.667,6319244.333,2705674.667,9438344.667,6421908,5406615.5,6706074.333,3833604.333,6013687,4720264,9140458.333,7635608.333,4105884.667,9516716,11365833
117.0662807,40.38401184,27688232,24351913,21161640.33,19076631,20321784,20596476,17626899.67,15776878.67,16470714.33,14876902.33,15457385.33,11367442,19476550,10987535,13373966.67,12586718,14180183.67,13137154.67,12396598.33,14063231,13997895,12186486.67,20343791.33,9408373,11795196.33,10518144.5,14184175.33,10665864.67,15629100,14592865.33,16025779.67,14885737.33,14621030.67,12468634.67
117.0679368,84.70331791,7892178,8977770.5,2618119,10213909.33,6527764,9219850,9602570.5,8666448,2618119,8847133.5,8461303,8092499.667,9917758,7798307.667,11277790.33,5562505,9295463,2618119,7746937.5,6691948,5845273,9162580.333,10278625,13598892,19512515,18972725,8977831.667,6203923.5,5236238,2618119,2618119,2618119,13107191.33,9917835.333
117.0702223,486.2205047,3931100,3469579.667,3824581.667,2037936,3994480,3551834.5,729654.5,4567669.5,3285489.333,3470991.5,3144301,3685587.5,4539783,3299924.5,2955735,3038432.5,1459309,2288170.333,3213936,2793136.5,2846685,2973770,3052063.667,729654.5,729654.5,729654.5,3527837,3219063.5,3336875.667,729654.5,2864650,2941531,729654.5,2642148.5
117.0702982,333.8625372,102012,102012,102012,102012,102012,102012,102012,5481498.5,102012,102012,102012,102012,102012,102012,3492268,102012,204024,4810160,102012,1366465.5,1334728,2599342,1609894,102012,102012,102012,102012,102012,2067664,749154,1061886,102012,102012,102012
117.070308,257.6299056,187075.5,187075.5,187075.5,187075.5,187075.5,187075.5,187075.5,1936520,187075.5,1878190,4613556,1156801,4974942,2411472,3506363,374151,187075.5,187075.5,6937380,187075.5,187075.5,187075.5,4760383.667,6701253,187075.5,7632596,187075.5,4704901,1488992,187075.5,7358073,187075.5,187075.5,187075.5
117.0743212,82.84564678,227584294.7,193700845,89066201,234224530.7,187898692.7,178638253,219630403,207971144.7,115524920,216593263,222890381.7,209379247,214958589,203591106.7,245145988.3,140411870.7,218456158,117654651.7,189204992,160545310.7,167870910.7,256693648.7,260295333.7,318374941,394248457,372025686.5,222021112.7,152067465,154398802.3,95861835,121155990,192343178.3,268068780.7,222239019.7
117.0912944,160.5091644,6764766.5,9404312,4340401,9928482,8707197.667,7794539.333,6958859.333,6799853,5776183.5,7830151.5,2170200.5,6430089.667,2170200.5,4928650.5,8456963,7830716.5,7094836,7615172,2170200.5,6261772,2170200.5,2170200.5,2170200.5,2170200.5,2170200.5,2170200.5,2170200.5,2170200.5,5448701,4435386.5,7141948.5,5477961,5400901,4984216
117.0913501,308.9762138,914619,1994340,15491354,914619,2970057,2956635,3406341,914619,4350199,1829238,7245504,2941190,914619,914619,914619,2320443,2170765,4404593,914619,914619,1866761,914619,914619,914619,914619,914619,914619,914619,2574423,914619,914619,914619,914619,914619
117.1107165,515.6783217,1458793,1458793,1458793,1458793,1458793,4215799,5835785,1458793,2987801.5,3921676,3986399,4479748,2917586,1458793,1458793,1458793,1458793,1458793,1458793,1458793,1458793,7381945,1458793,1458793,1458793,3976761,1458793,1458793,1458793,1458793,1458793,5033419.5,6548770.667,4738840.5
117.1389014,136.153858,2279841,2279841,2279841,2279841,2279841,2279841,2279841,6398675,2279841,6059214,9203893,6627172,6276098.667,6198463,6488752,2279841,7043747.333,5701047,5578390,7558388,6384312,2279841,2279841,81370521,2279841,2279841,2279841,2279841,2279841,5440570,4559682,4967907,2279841,2279841
117.1389482,117.37389,9340191,5555912.333,3370377,3041596.667,4970436.333,3689190.333,3484290,3441931,3219618,3003409.667,2881835,3348044.333,1961500,2359566.333,1692903.333,5826424,2018556,2621861.667,2493550.667,3004888,2546321,5275839,2513002,4389630,1563207,3512185,4738092,3277643.5,3108573,3989744.333,3080126.333,3026093,2385253.333,3923085.667
117.1389601,356.9937843,6516842,7168165.5,4113753,2751942.333,10489784,5730900.5,4041186,5437135,3958656,423291,3781990,423291,10772052,6673815,423291,6195746,6881348,423291,423291,5338550,423291,7051770.333,423291,423291,8276780,4084896.333,5260281.5,2969721.5,1229094.5,1277706,1995907.5,846582,4597229,423291
117.9347694,353.9184898,3462103,6282399,3424166,5486142,5797601,1712083,6851860,1712083,6687324,8321751,4009230,1712083,1712083,1712083,1712083,1712083,8464585,5723941,1712083,7626534,6419629,5954045,4973714,3675107,1712083,4924081,5087613,5269058,1712083,7419409,1712083,5707479,1712083,1712083
117.9837889,95.94244781,137108.5,137108.5,952377,137108.5,137108.5,137108.5,137108.5,137108.5,137108.5,1844182,137108.5,1157970.5,137108.5,878721.5,1558930,274217,137108.5,137108.5,703239,137108.5,487637,137108.5,137108.5,137108.5,137108.5,137108.5,1427830.5,1166940,137108.5,1040218.5,137108.5,137108.5,941646,137108.5
118.0472774,126.3683073,158541.5,3865271,158541.5,158541.5,158541.5,158541.5,6073973,158541.5,670312,158541.5,1852847,2486785,158541.5,158541.5,2901334,2559090,158541.5,543198,158541.5,158541.5,158541.5,6860485.667,6019689,158541.5,158541.5,158541.5,158541.5,3708554,3767880,3892556.667,317083,2773040.5,158541.5,3125649
118.0502153,184.5907523,10676559.5,6074131,2199970.5,2199970.5,7975006,5888489.5,7984324.667,2199970.5,2199970.5,4699404,4399941,7173655,2199970.5,4652085,2199970.5,5213257,2199970.5,2199970.5,2199970.5,5497411,2199970.5,7694532.5,2199970.5,2199970.5,2199970.5,8735894,2199970.5,2199970.5,9640587,2199970.5,6332965.5,2199970.5,6489196,6007436
118.0502452,198.7257346,8592230,2345599,1718308,3063293.333,1981051,5851877,584766,1942957.5,6246375,584766,584766,584766,6703604,6510896,584766,7163464,2123570,1834074,1169532,584766,2003951.667,5399769,3285983,2619646,584766,2252456,4797144,1955628,3287872,2231553,6491635,584766,3233046,6363930
118.0502695,288.9300933,1118281,1118281,6269852.5,1118281,4852799,2494226,5073505,5233383,1118281,2388117,1118281,2236562,1118281,5204504,4195786.5,1118281,1118281,3154006,3909756,1118281,1118281,4542464.5,2439718.5,7554820,1118281,5509585,3284121.5,7333414,14893689,3367315.333,1118281,3839560,3750370,8416028
118.0614656,76.53373727,15641310,17314227,9647789,6586925.667,5475404,11449864,13478832,16197549.33,10046055,13044890,6423459.5,8925830.333,17045990,27357422,15624146,13416427,5069971.333,11688307.33,9728284.667,6654380.333,15386757.33,15447732.33,38793664.33,2534985.667,27131468,20935340.5,16714687,13244088,14231912,23443080,7710723,12817524.67,20210854,14372034
118.0654522,72.34930862,158317278.3,104823489.7,154389694.7,251839106.3,235777622.3,137127333.3,155841787,181743459,162189515.3,215970196.3,164821421.7,186228118.7,249097377,260532225,205101239.7,175015894,222943944.3,203205573,231416835.3,191361704.3,244581187.7,205484796.7,226806666.7,182435477,256035931,219134794.7,145162600,157671406.3,152410969,161462185.3,192065500.7,138235614.7,185024295.3,231208362.3
118.0654563,162.8929888,6870389,6870389,20857706,29727124,22084567,6870389,6870389,6870389,23403368,6870389,32352055,6870389,25890558,24868289,6870389,25897069.5,6870389,6870389,27321711,42926939,39304905,6870389,6870389,6870389,6870389,6870389,6870389,19464550,6870389,13740778,19620895,6870389,6870389,6870389
118.0773414,79.53930181,57781111.33,47081921.33,46427982.67,54163302.67,45291902.33,51864804.67,58519844.67,48805564,39988768.33,72450065.67,53120788.67,61598934.33,55200223.67,61125916.67,69523140,34118210.33,57782883.67,41494466.67,47342247,36774887,47820906.67,55724183.33,64669459.67,77079021.67,100665750,75803444.67,72700572.67,44231510.33,52109081.33,51095457.67,31181892,44569969.67,62082586.33,60095523
118.0865851,77.33572245,6018818946,4524982650,5147662459,4100179585,4356655209,5366032293,6373872717,4899572103,3959530652,7592605719,5332644341,6396784831,5247054101,6180428127,6739466503,3745590097,5558024067,4261686108,4393499496,3471566017,4584342699,5356245929,6739085078,6617277987,9612443049,6964091122,7607174861,4498438456,5419985949,5321885719,3274124289,4318577795,5905281979,5980554894
118.0957826,79.50698831,59307925.67,42984677.67,54425622.33,41826391.67,43864292.67,55661442.33,63148022.67,51106248.67,44241283.33,75023456.33,53422009,64881220.67,53318305.67,65755291.67,69102016,37930037.67,55731593,42922438,43672708.67,34815019,49350320,48102436.33,63601504.33,91484385.67,93305300,68791939,73865285,48812325.67,55191837.33,54337134.67,34473113.67,43277157.67,61268656.67,61729688.33
118.104763,83.1107251,351963,2360491,351963,2266605,8495493.5,5288290,12875292,2795439.667,8816879,26240626,8097817,5651586,18203811,5739261,28638241,351963,351963,7838797.5,6315116,10598471,4474366.667,8962485,12005510,39332992,34931338,351963,11287796.5,9126514,4443913.333,9068328.5,703926,9114041.5,5036257.333,12452515
118.1136887,494.4006639,13227386,13982105,15258411.33,15365822,15870475.67,15211932,15712621,16381503.33,16324789,16912217.67,17648541,17756041.67,16100866,16753135.67,18316569.33,16316177.67,15620011,16047122,15799499.33,6613693,14859932.33,15363794.5,16906436,6613693,16785168,6613693,15961471,16704195.33,16227747.67,17051898.5,18000120,16670440.67,17592524.33,16655443.67
118.1137799,477.4444139,2234960,3693669,3526538,3433572,3058768.5,1117480,1117480,1117480,5034491,1117480,1117480,5940466,1117480,1117480,1117480,1117480,1117480,1117480,1117480,3027869,1117480,3163588,1117480,1117480,1117480,1117480,3342083,3008172,1117480,1117480,1117480,4121219,1117480,1117480
118.1229534,409.1835518,245181973,139604203,57564995,137006865.5,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,57564995,167226955,57564995,57564995,132089289,181874731,57564995,145713412,57564995,115129990,280327080,57564995
118.1229699,153.3382011,155612974,46454442.5,46454442.5,46454442.5,46454442.5,670688343,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,46454442.5,163251184,46454442.5,46454442.5,92908885,46454442.5,102369206,46454442.5,374443392,315936964,500255541.5,371656767,1200659202,364037082
118.1318924,489.6973943,14465092,14186779,14765143,15301727,17181370,11463274.5,15526685,19201395,15563887.33,18995889,15733450,19705557,16560783.67,16735247,16618502,15002510.33,16142141,16591402,16442452.33,15206286.5,16773032,14707850.33,16865765.5,3593086.5,18420241,7186173,17755525,14538371,3593086.5,3593086.5,3593086.5,16600755.5,16996072.33,17209104.33
118.1319105,382.74339,6401654,6673935,7015537,10211901,3856308.667,3761210,6454647.5,12909530,8793463,1126095.5,1126095.5,11867226,1126095.5,10170450,2989661,4688206,12238548,1126095.5,10819513,1126095.5,2890284,2252191,9830896,1126095.5,5168564.5,1126095.5,6208971.5,7826237,1126095.5,1126095.5,12196773,12561098,1126095.5,1126095.5
118.9428025,307.3259102,3758922,3612126,60647,60647,2875189,3644556,3683223,3080646.5,1751066,2274096.5,1414850.333,3418704,3158957,3716011,5277350,2378936,3670024.333,3218884,1991062.5,1275801,2734883,2649133,3815528,60647,60647,2447182,3390399,60647,3802199,3882226,3186304,121294,2717655.333,4740401
118.9676661,311.6981515,5488036.5,5879613,6083495,6049076,5928781.333,5868841,6608141.333,6501465.667,6339546.333,6767297.333,6883070.333,6319068,6671593.333,6857150,6508363.667,6487771,6909607.667,6420930.667,6681785.333,6940782.333,6665488.667,6152201.333,6345662.333,5165919,3899025.333,5012351,6033415.667,6669829.667,5438400,6214169.333,6951557.667,6433289.333,6572265,6838623.333
119.016407,78.54053063,4986873,3950416,28934151.33,2321576,6734867.333,45561303.33,27835539.5,2079398.667,608431.5,1942570.667,1639464,1646143,10870936.33,13374847,2067092.5,3415787.5,2151826,9070892.333,3242882.5,2237860,3022843.333,2827674.333,7449517.667,4588190,4481530.333,21885990.5,2001359,3475112.333,7098919.667,11237474.5,5414071,2839409.667,5267873.333,2583926.333
119.0253631,477.899562,1596527,1596527,1596527,1596527,1596527,4525117,1596527,1596527,1596527,1596527,1596527,5138810,5938020.5,1596527,6006664,4433237,1596527,4695223,5936062,1596527,4768886,5415780.333,4361330,1596527,4131390,1596527,1596527,1596527,6054622,1596527,3193054,1596527,4760667,4283425
119.0255552,193.9956165,9063113.667,4456201,4020893.667,4043746.5,3885830.667,10732037.5,2465417,10782653.33,8924211,6596691.667,6332142.5,3732008,8907963,2200631,11372378,13601109.5,2020408,12577010,11728938,11226315.67,7992184,7736191.333,7106329,8399134,3753878.5,1010204,3381388,2391501,5781391,2559228,3974864.5,2653234.333,6793708.5,4819352.5
119.0255921,200.3302864,8166634,5789494.333,5336984.667,7244656,1600221,6021843,2855524,5484546,5751368,6913132,3902314,3616084,4681543,2366786,5320761,469515.5,3063951.5,469515.5,1700649,939031,469515.5,469515.5,2776281,3721108,4073037,2709980.5,6741692,1882453,3623414.667,1334769,469515.5,4273735,4813984,7136193
119.0494635,113.8361986,15754942,1186908.5,4259682,13732012,1186908.5,1186908.5,21368264.5,1186908.5,1186908.5,1186908.5,1186908.5,1186908.5,1186908.5,1186908.5,1186908.5,1186908.5,1186908.5,1186908.5,24259293,1186908.5,1186908.5,17330784,1186908.5,34050084.5,21261109,1186908.5,17308285,2373817,4632207,1186908.5,1186908.5,2777055,1186908.5,18182538
119.0494848,72.1704305,25642367.33,28437059,29035125,31014826,32209675,31787118.33,37236983.33,27040285,24336948,39914898.67,34612991.67,38429282.33,34756685.67,37051087,33044145,28293363.33,28824563.33,35636135.67,47672565,25611286.33,31661433.67,31330926.33,45760052,30450058.33,37498703,30551378.5,32453815.33,27268189,27629192,23501011,25311848,24698181.33,36444101.33,41321445
119.0624498,78.07411814,12128017,12672641,13477968,12440618,13853626.33,13645303,12351578.33,13718569.67,14373437.33,12428952.67,13530341.67,13601434,12924772.67,13215164,13351701.67,16186778.33,13144363.33,12461308.33,13746611,12974723.67,12709955.67,12705079.67,18110699,14709006,10891676.5,10383848.5,12672825.33,13745011,13173195.67,14119458.67,13990790.33,13459719,14197399.67,14614578.67
119.0688706,72.12751713,12939974.67,9750677.333,12294229.67,22944801.67,20028868.33,10309193.33,14842335.33,13573764.67,12717414.33,15666795.67,12270283.67,14005433.67,19300224,20141959,15617380.33,13591471,16814870.67,16072312.33,18018171,14364417,18341507.67,16379129.33,18060626.67,16992836,23865961,19432949,12738872.67,12997198.33,12504297.33,12931908,14186054,9934543.667,14463924.33,18091207.67
119.0732377,74.27149052,2825908.667,2158877,2845808,2997569.5,2969856.333,2838405.333,3815029,3307843.333,3289463,3309910.667,3512658.333,3298718.667,3732516.667,4434476,3753225.333,2859324.333,3236346.333,3533384,3782082.333,2885075,3829963.333,5234447,3378386,1079438.5,4777052,5220077.5,3188687,3268299,3063745.333,3132254,2714922,2827216.333,3868826.667,3528887.667
119.0732414,76.78158423,2321202.667,3055710.667,1588680,2122717.5,2222528,1404254.333,2594460,3024270.333,2374003.667,3141781,2161848.333,1659845.333,1981125.333,3596401.667,2079091.333,2688339.667,2743838.333,2604741.667,2870593.667,1555093.667,2759713.667,1481540.667,914997,3965026,1255225,3168087,2713795,2561623,1614034.667,1804791.333,964170.5,1991510.667,2167891.667,2196473.333
119.0836594,81.96338143,6693352.667,4530374.667,5868138.333,3604991,27420085.5,4713789,9229630,15609098,3898018.333,10685207,23955322,9126894,5168495.333,8741232.333,10124846.33,2975978,7081325.333,7437436,3531737.5,2769866.5,4849360,6311400,8219215,17455384,24993867.5,16682474.5,16409805.33,5625823.5,7318072,5724346,2047298.5,4281912,7454300,6058978
119.0858539,199.2980717,1068408,3181622,2665314,2136816,1068408,1068408,4856357,1068408,3966373,1068408,1068408,2243608,21198534,1068408,4082172,1068408,3678177,1068408,1068408,1068408,5557543,3449860,5203069,5831841,1068408,1068408,1068408,1068408,1068408,1068408,1068408,1068408,4739546,1068408
119.0858775,402.9216499,724997.5,1597431.5,2960565.5,2630812.333,724997.5,724997.5,724997.5,724997.5,724997.5,724997.5,724997.5,2864927,2711930,724997.5,724997.5,4355193,4543466,3191901,2599595,1727882.5,724997.5,724997.5,724997.5,724997.5,724997.5,724997.5,724997.5,724997.5,724997.5,724997.5,1449995,724997.5,2204567,724997.5
119.0858857,478.7617433,4486550.667,4886293,5316688,4991556,4381483,4708931.333,3792223.667,4913526,5707475,5071984.333,3915318,4889149.5,5212473.333,2515762,3783347,5377341,3966216.667,4213917.5,3826200.5,4881184,4376224.5,3155300.667,3536441.667,6084777,2445102,5560774,5099708,4671128,3753130.667,6026321,2208672.5,4044843,3278400,4594165
119.0858981,479.3548509,3035241,3737835,3687859.667,2825386.667,3889919.5,3333009,3491967.667,5051316,3744515.667,4125287,2668788.333,3980717.333,4027478,2387646.5,2641166,3552320.333,2891388.333,2421797.333,3118002.333,3758417.333,2871644.667,2495804.333,3354496.333,9537247,2251918,11798846,2534131.5,3983627,3363391.667,2468520,3089268,2952667.667,3113445.667,3125370
119.0898793,77.50518532,320817909,240295098,276981295,220198903,235017457.7,285021374,337910861,259997584.3,228218152.3,408059090,283407371,339549856.3,279473487,330510673.3,362444444.3,196284254.3,297241626,223347079.3,231759852,184107519.7,247433713.3,282036430.3,351915097.3,360764387.7,535141993.3,386222440.3,405456163,255727663.7,287476320,281309757.7,170881688.3,226063640,309418053.3,317876580.3
