"Query.Mass","Matched.Compound","Matched.Form","Mass.Diff"
"102.0548456","C00302","M-HCOOH+H[1+]","0.000230866769996396"
"102.0548456","C00820","M-H2O+H[1+]","3.08667700039678e-05"
"102.0548456","C00940","M-CO2+H[1+]","0.000130866769993077"
"102.0548456","C00979","M-HCOOH+H[1+]","0.000230866769996396"
"102.0548456","C01005","M-HCOOK+H[1+]","3.08667700181786e-05"
"102.0548456","C01250","M-C3H4O2+H[1+]","0.000130866770007287"
"133.0647008","C00903","M+H[1+]","7.56667700159142e-05"
"133.0647008","C01173","M-CO2+H[1+]","7.56667700159142e-05"
"107.0523134","C00065","M(C13)+H[1+]","0.000963066769983811"
"107.0523134","C00716","M(C13)+H[1+]","0.000963066769983811"
"107.0523134","C00740","M(C13)+H[1+]","0.000963066769983811"
"107.0523134","C00989","M(Cl37)+H[1+]","0.000536933229994929"
"107.0523134","C01089","M(Cl37)+H[1+]","0.000536933229994929"
"107.0523134","C01188","M(Cl37)+H[1+]","0.000536933229994929"
"278.0630091","C00268","M+K[1+]","0.00156736677001845"
"278.0630091","C00352","M+H2O+H[1+]","0.000567366770042099"
"278.0630091","C01283","M+H2O+H[1+]","0.000567366770042099"
"149.0708428","C00064","M(S34)+H[1+]","0.00133366676999458"
"149.0708428","C00303","M(S34)+H[1+]","0.00133366676999458"
"149.0708428","C00819","M(S34)+H[1+]","0.00133366676999458"
"149.0708428","C00643","M-C3H4O2+H[1+]","0.000133666769983165"
"149.0708428","C00913","M[1+]","0.000742800000011812"
"149.0708428","C01017","M-C3H4O2+H[1+]","0.000133666769983165"
"101.0708967","C00064","M-HCOOH+H[1+]","7.97667699714566e-05"
"101.0708967","C00303","M-HCOOH+H[1+]","7.97667699714566e-05"
"101.0708967","C00819","M-HCOOH+H[1+]","7.97667699714566e-05"
"101.0708967","C00906","M-CO+H[1+]","2.02332300034413e-05"
"167.0814086","C00933","M+H+Na[2+]","0.000432133230020781"
"106.9989233","C01119","M-HCOOH+H[1+]","0.000446833230014931"
"122.0711959","C01279","M-H2O+H[1+]","8.05667699950163e-05"
"381.078505","C00089","M+K[1+]","0.0004714667699659"
"381.078505","C00185","M+K[1+]","0.0004714667699659"
"381.078505","C00208","M+K[1+]","0.0004714667699659"
"381.078505","C00243","M+K[1+]","0.0004714667699659"
"381.078505","C00252","M+K[1+]","0.0004714667699659"
"381.078505","C00897","M+K[1+]","0.0004714667699659"
"381.078505","C01083","M+K[1+]","0.0004714667699659"
"381.078505","C01235","M+K[1+]","0.0004714667699659"
"151.0050343","C00975","M(S34)+H[1+]","0.00115783322999619"
"151.0050343","C00975","M(Cl37)+H[1+]","0.000242166769993446"
"561.948115","C00044","M+K[1+]","0.00536146676995486"
"243.0372543","C01109","M+HCOOK[1+]","0.000422166769993737"
"154.1305993","C00808","M(C13)+H[1+]","0.000177166770015447"
"154.1305993","C00809","M(C13)+H[1+]","0.000177166770015447"
"154.1305993","C00964","M(C13)+H[1+]","0.000177166770015447"
"154.1305993","C01123","M(C13)+H[1+]","0.000177166770015447"
"154.1305993","C01133","M-HCOOK+H[1+]","0.000277166770018766"
"172.0384193","C00555","M+HCOOK[1+]","0.00144283322998717"
"172.0384193","C00650","M+Na[1+]","0.00144283322998717"
"172.0384193","C01102","M-CO+H[1+]","0.00154283322999049"
"172.0384193","C01252","M-H4O2+H[1+]","0.000857166770032336"
"221.116842","C00808","M+HCOONa[1+]","0.00206553322996683"
"221.116842","C00809","M+HCOONa[1+]","0.00206553322996683"
"221.116842","C00964","M+HCOONa[1+]","0.00206553322996683"
"221.116842","C01123","M+HCOONa[1+]","0.00206553322996683"
"119.0717003","C00758","M-HCOOK+H[1+]","0.000876166769998576"
"119.0717003","C00841","M-HCOOK+H[1+]","0.000876166769998576"
"268.9218359","C00753","M+HCOOK[1+]","0.0023594332300263"
"228.1073093","C00931","M(C13)+H[1+]","0.00123283322997736"
"299.2571895","C00869","M+H[1+]","0.000886966770053732"
"93.03866437","C01425","M+3H[3+]","0.000545430103315425"
"89.05958289","C00246","M+H[1+]","9.3576769998549e-05"
"89.05958289","C00466","M+H[1+]","9.3576769998549e-05"
"89.05958289","C00810","M+H[1+]","9.3576769998549e-05"
"89.05958289","C00849","M+H[1+]","9.3576769998549e-05"
"89.05958289","C00093","M-HCOOK+H[1+]","9.3576769998549e-05"
"89.05958289","C00141","M-CO+H[1+]","6.42323000477063e-06"
"89.05958289","C00489","M-CO2+H[1+]","0.000193576770001869"
"89.05958289","C00623","M-HCOOK+H[1+]","9.3576769998549e-05"
"89.05958289","C00900","M-CO2+H[1+]","0.000193576770001869"
"311.1788941","C00732","M(S34)+H[1+]","0.00221763322997504"
"311.1788941","C00732","M(Cl37)+H[1+]","0.00081763322992856"
"311.1788941","C00619","M+K[1+]","0.00211763323000014"
"311.1788941","C01034","M+K[1+]","0.00211763323000014"
"115.0388868","C00430","M-NH3+H[1+]","8.96667699947784e-05"
"115.0388868","C00596","M+H[1+]","8.96667699947784e-05"
"115.0388868","C01015","M-NH3+H[1+]","8.96667699947784e-05"
"115.0388868","C01073","M-NH3+H[1+]","8.96667699947784e-05"
"115.0388868","C01110","M-NH3+H[1+]","8.96667699947784e-05"
"115.0388868","C01157","M-NH3+H[1+]","8.96667699947784e-05"
"115.0388868","C01165","M-NH3+H[1+]","8.96667699947784e-05"
"115.0388868","C00121","M-H4O2+H[1+]","1.03332300085412e-05"
"115.0388868","C00181","M-H4O2+H[1+]","1.03332300085412e-05"
"115.0388868","C00216","M-H4O2+H[1+]","1.03332300085412e-05"
"115.0388868","C00259","M-H4O2+H[1+]","1.03332300085412e-05"
"115.0388868","C00309","M-H4O2+H[1+]","1.03332300085412e-05"
"115.0388868","C00310","M-H4O2+H[1+]","1.03332300085412e-05"
"115.0388868","C00312","M-H4O2+H[1+]","1.03332300085412e-05"
"115.0388868","C00322","M-HCOOH+H[1+]","0.000189666769998098"
"115.0388868","C00476","M-H4O2+H[1+]","1.03332300085412e-05"
"115.0388868","C00489","M-H2O+H[1+]","8.96667700089893e-05"
"115.0388868","C00508","M-H4O2+H[1+]","1.03332300085412e-05"
"115.0388868","C00682","M-CO+H[1+]","1.03332300085412e-05"
"115.0388868","C00846","M-HCOOH+H[1+]","0.000189666769998098"
"115.0388868","C00900","M-H2O+H[1+]","8.96667700089893e-05"
"115.0388868","C01394","M-H4O2+H[1+]","1.03332300085412e-05"
"506.9813539","C00053","M[1+]","0.00484610000000885"
"202.1436039","C01404","M[1+]","0.000603899999987334"
"185.0919371","C00526","M-CO2+H[1+]","0.000139366770014249"
"185.0919371","C01239","M-H4O2+H[1+]","3.9366770010929e-05"
"101.0345011","C00581","M-NH3+H[1+]","7.5366769991092e-05"
"101.0345011","C00813","M-CO+H[1+]","2.46332300122276e-05"
"100.0836781","C00414","M(C13)+H[1+]","0.000198366769993186"
"140.0105865","C01005","M-HCOOH+H[1+]","0.00018996677002292"
"140.0105865","C01041","M-H4O2+H[1+]","0.000210033229961937"
"140.0105865","C01234","M+K[1+]","0.000110033229987039"
"112.1119854","C00783","M-CO+H[1+]","8.93322999218071e-06"
"197.0322145","C01222","M(C13)+3H[3+]","0.00167136656335742"
"197.0322145","C01109","M+K[1+]","0.00033803323000825"
"880.0750123","C00798","M+HCOOK[1+]","0.00366416677002235"
"111.5100323","C01102","M+H+Na[2+]","0.000544166769984145"
"715.1257582","C01212","M-H4O2+H[1+]","0.000118266770073205"
"122.0224398","C00870","M-H2O+H[1+]","0.00113666677000879"
"122.0224398","C01020","M-H2O+H[1+]","0.00113666677000879"
"151.0221758","C00552","M+H[1+]","0.00150066676999927"
"151.0221758","C00898","M+H[1+]","0.00150066676999927"
"151.0221758","C01180","M(S34)+H[1+]","0.000300666769987856"
"220.117707","C00371","M+H[1+]","0.00156946677000747"
"220.117707","C00864","M+H[1+]","0.000269466770021154"
"220.117707","C00978","M(C13)+H[1+]","0.00153053322998176"
"220.117707","C01298","M[1+]","0.000506999999998925"
"140.0817466","C01279","M+H[1+]","0.000129866770009812"
"140.0817466","C00327","M-H4O2+H[1+]","2.98667700064925e-05"
"90.11063033","C00134","M(C13)+H[1+]","4.61367699813309e-05"
"199.0905541","C00120","M-HCOOH+H[1+]","0.00047763322999117"
"159.0511429","C00499","M-H2O+H[1+]","0.000133566769989102"
"113.0595933","C00408","M-NH3+H[1+]","0.000183166770000298"
"113.0595933","C01066","M+H[1+]","8.31667699969785e-05"
"113.0595933","C00146","M+H2O+H[1+]","0.000183166769986087"
"113.0595933","C00233","M-H2O+H[1+]","8.31667699827676e-05"
"113.0595933","C00418","M-H4O2+H[1+]","8.31667699969785e-05"
"113.0595933","C00522","M-H4O2+H[1+]","8.31667699969785e-05"
"113.0595933","C00588","M-C3H4O2+H[1+]","0.000483166769996046"
"113.0595933","C00671","M-H2O+H[1+]","8.31667699827676e-05"
"113.0595933","C00791","M[1+]","0.00069330000000889"
"113.0595933","C00902","M-H2O+H[1+]","8.31667699827676e-05"
"113.0595933","C01012","M-H2O+H[1+]","8.31667699827676e-05"
"124.9286696","C00023","M+HCOONa[1+]","0.000906866769980752"
"141.0909037","C00588","M-CO2+H[1+]","0.000472766770002409"
"141.0909037","C00860","M[1+]","0.000703700000002527"
"767.3028255","C00862","M+H2O+H[1+]","0.00464903323006638"
"99.01963576","C00603","M-H4O2+H[1+]","0.000759293229990021"
"205.0856811","C01181","M+NaCl[1+]","0.00170463322999126"
"97.03950102","C00791","M-NH3+H[1+]","0.00017544676998682"
"97.03950102","C00152","M-H4O2+H[1+]","7.54467700119221e-05"
"97.03950102","C00296","M+2H[2+]","0.000524553230007996"
"97.03950102","C00429","M-H2O+H[1+]","7.54467699977113e-05"
"97.03950102","C01043","M-H4O2+H[1+]","7.54467700119221e-05"
"97.03950102","C01295","M+2H[2+]","0.000524553230007996"
"210.1598612","C00612","M+Na[1+]","0.00208473322999225"
"210.1598612","C01029","M+Na[1+]","0.00208473322999225"
"132.0553245","C00418","M-NH3+H[1+]","0.00094803323000292"
"132.0553245","C00522","M-NH3+H[1+]","0.00094803323000292"
"259.1532351","C01121","M-HCOOK+H[1+]","0.00195863323000367"
"122.0781149","C00735","M(C13)+3H[3+]","5.09989668273647e-06"
"122.0781149","C01124","M(C13)+3H[3+]","5.09989668273647e-06"
"118.0497673","C00441","M+H[1+]","0.000109166769988178"
"118.0497673","C00624","M-C3H4O2+H[1+]","0.000109166770002389"
"118.0497673","C00940","M-CO+H[1+]","9.16676998485855e-06"
"118.0497673","C01044","M-CO2+H[1+]","0.000109166769988178"
"230.0510142","C01107","M(C13)+H[1+]","0.000437733230000958"
"200.0071189","C00102","M-HCOONa+H[1+]","0.00184243322993893"
"200.0071189","C00279","M[1+]","0.00148110000000656"
"286.0033525","C00102","M+H2O+H[1+]","7.60332299591937e-05"
"204.9732724","C00703","M(S34)+H[1+]","0.000404066769988276"
"204.9732724","C00703","M(Cl37)+H[1+]","0.00180406676997791"
"204.9732724","C01319","M(S34)+H[1+]","0.000404066769988276"
"204.9732724","C01319","M(Cl37)+H[1+]","0.00180406676997791"
"147.1684075","C00315","M(C13)+H[1+]","0.000168966770019097"
"264.9890435","C01095","M-HCOOH+H[1+]","0.00166703322997819"
"264.9890435","C01151","M-HCOOH+H[1+]","0.00166703322997819"
"264.9890435","C01182","M-HCOOH+H[1+]","0.00166703322997819"
"1268.681688","C00873","M-CO+H[1+]","0.00808846677023212"
"168.0596112","C00502","M(C13)+H[1+]","0.00123473323000667"
"168.0596112","C00545","M(C13)+H[1+]","0.00123473323000667"
"168.0596112","C00878","M(C13)+H[1+]","0.00123473323000667"
"168.0596112","C00927","M(C13)+3H[3+]","0.000165266769982964"
"336.1278864","C01310","M-CO2+H[1+]","0.0010900667699616"
"98.91170432","C00150","M+H[1+]","0.000972146769996129"
"125.0960067","C00729","M-NH3+H[1+]","0.000169766769985813"
"125.0960067","C01014","M-CO+H[1+]","3.02332300208263e-05"
"206.001092","C01346","M+H+Na[2+]","0.00083446676998733"
"204.0864815","C01239","M-NH3+H[1+]","0.000194966770010296"
"204.0864815","C00140","M-H2O+H[1+]","9.49667700069767e-05"
"204.0864815","C00268","M-H4O2+H[1+]","0.00139496677002171"
"204.0864815","C00645","M-H2O+H[1+]","9.49667700069767e-05"
"204.0864815","C01132","M-H2O+H[1+]","9.49667700069767e-05"
"204.0864815","C01136","M-HCOOH+H[1+]","0.00109496677001175"
"105.0544908","C00989","M+H[1+]","8.56667700048774e-05"
"105.0544908","C01089","M+H[1+]","8.56667700048774e-05"
"105.0544908","C01188","M+H[1+]","8.56667700048774e-05"
"105.0544908","C00121","M-HCOOH+H[1+]","0.000185666769979775"
"105.0544908","C00181","M-HCOOH+H[1+]","0.000185666769979775"
"105.0544908","C00216","M-HCOOH+H[1+]","0.000185666769979775"
"105.0544908","C00259","M-HCOOH+H[1+]","0.000185666769979775"
"105.0544908","C00309","M-HCOOH+H[1+]","0.000185666769979775"
"105.0544908","C00310","M-HCOOH+H[1+]","0.000185666769979775"
"105.0544908","C00312","M-HCOOH+H[1+]","0.000185666769979775"
"105.0544908","C00476","M-HCOOH+H[1+]","0.000185666769979775"
"105.0544908","C00489","M-CO+H[1+]","8.56667700048774e-05"
"105.0544908","C00503","M-H2O+H[1+]","8.56667700048774e-05"
"105.0544908","C00508","M-HCOOH+H[1+]","0.000185666769979775"
"105.0544908","C00652","M-CO2+H[1+]","0.000185666770008197"
"105.0544908","C00684","M-CO2+H[1+]","0.000185666770008197"
"105.0544908","C00741","M+H2O+H[1+]","0.000185666769993986"
"105.0544908","C00815","M-CO2+H[1+]","0.000185666770008197"
"105.0544908","C00900","M-CO+H[1+]","8.56667700048774e-05"
"105.0544908","C01087","M-CO2+H[1+]","0.000185666770008197"
"105.0544908","C01114","M-CO2+H[1+]","0.000185666770008197"
"105.0544908","C01394","M-HCOOH+H[1+]","0.000185666769979775"
"133.086177","C01147","M+H2O+H[1+]","0.000200533229985922"
"414.1916493","C00143","M-CO2+H[1+]","0.00317283322999629"
"414.1916493","C00440","M-HCOOH+H[1+]","0.00317283322999629"
"240.0975274","C00055","M-HCOOK+H[1+]","0.000349066770013451"
"265.2520364","C00712","M-H2O+H[1+]","0.00054006676998597"
"265.2520364","C00823","M+Na[1+]","0.00175993323000512"
"265.2520364","C01090","M-CO+H[1+]","0.000440066770011072"
"131.0921163","C00308","M-HCOOH+H[1+]","0.000660166770018122"
"241.9997966","C00459","M+2H[2+]","0.00212986677001936"
"125.0596093","C00727","M+H[1+]","6.7166769994742e-05"
"125.0596093","C00193","M+H2O+H[1+]","0.000167166769983851"
"125.0596093","C00261","M+H2O+H[1+]","0.000167166769983851"
"125.0596093","C00544","M-CO2+H[1+]","0.000167166769998062"
"125.0596093","C00642","M-CO+H[1+]","3.28332300085776e-05"
"125.0596093","C00755","M-CO+H[1+]","3.28332300085776e-05"
"125.0596093","C01161","M-CO2+H[1+]","0.000167166769998062"
"152.9947319","C00111","M-H2O+H[1+]","5.5433230016888e-05"
"152.9947319","C00118","M-H2O+H[1+]","5.5433230016888e-05"
"152.9947319","C00596","M+K[1+]","0.000255433229995106"
"152.9947319","C00661","M-H2O+H[1+]","5.5433230016888e-05"
"116.0105933","C00122","M[1+]","0.000406699999999205"
"116.0105933","C00218","M+HCOOK[1+]","0.000183166770000298"
"116.0105933","C01384","M[1+]","0.000406699999999205"
"139.9877336","C00227","M[1+]","0.000233600000001388"
"811.6467774","C00348","M-H4O2+H[1+]","0.00479906676991959"
"767.0663325","C00006","M+Na[1+]","0.00624396676994365"
"139.0977321","C00062","M-H4O2+H[1+]","4.4366770026727e-05"
"139.0977321","C00392","M-CO2+H[1+]","0.00125563322998801"
"139.0977321","C00792","M-H4O2+H[1+]","4.4366770026727e-05"
"139.0977321","C00794","M-CO2+H[1+]","0.00125563322998801"
"355.0110007","C00616","M-CO+H[1+]","0.000775766770004793"
"143.1065258","C01223","M-C3H4O2+H[1+]","0.00114933322998922"
"268.0585953","C00627","M+H2O+H[1+]","0.000518833229989468"
"268.0585953","C00788","M+HCOOK[1+]","0.000518833229989468"
"268.0585953","C00968","M-HCOOH+H[1+]","0.000881166770000164"
"123.0186103","C00337","M-H4O2+H[1+]","0.000266166770003906"
"566.3658774","C01289","M(C13)+2H[2+]","0.00130093323002711"
"198.052521","C00954","M+Na[1+]","5.54667699930178e-05"
"198.052521","C01207","M[1+]","0.000278999999977714"
"198.052521","C01233","M-H2O+H[1+]","5.54667699930178e-05"
"198.052521","C01386","M+Na[1+]","5.54667699930178e-05"
"183.112685","C00931","M-CO2+H[1+]","0.000191466770019133"
"465.9669469","C00459","M-NH3+H[1+]","0.00312956677004195"
"167.0735966","C00507","M(Cl37)+H[1+]","0.000620133230000874"
"167.0735966","C00586","M(Cl37)+H[1+]","0.000620133230000874"
"167.0735966","C00861","M(Cl37)+H[1+]","0.000620133230000874"
"167.0735966","C01018","M(Cl37)+H[1+]","0.000620133230000874"
"167.0735966","C01019","M(Cl37)+H[1+]","0.000620133230000874"
"185.0190239","C00659","M+K[1+]","0.00165256676999093"
"185.0190239","C00772","M+K[1+]","0.00165256676999093"
"185.0190239","C00966","M+K[1+]","0.00165256676999093"
"185.0190239","C01053","M+K[1+]","0.00165256676999093"
"185.0190239","C01103","M+2H[2+]","0.00110256676998688"
"271.0911709","C01121","M-C3H4O2+H[1+]","0.000305566770009591"
"189.0522495","C00601","M+HCOONa[1+]","7.30332299951897e-05"
"189.0522495","C01068","M-CO2+H[1+]","2.696677000813e-05"
"189.0522495","C01198","M+Na[1+]","2.696677000813e-05"
"226.011814","C01215","M+K[1+]","0.000937533229972587"
"383.0026323","C00105","M+NaCl[1+]","0.000855833229991276"
"383.0026323","C01168","M+NaCl[1+]","0.000855833229991276"
"383.0026323","C01368","M+NaCl[1+]","0.000855833229991276"
"481.0144496","C01344","M+HCOONa[1+]","0.00127313322997225"
"121.0646856","C00483","M-NH3+H[1+]","0.000190866769997911"
"121.0646856","C00601","M+H[1+]","9.08667699945909e-05"
"121.0646856","C01183","M-NH3+H[1+]","0.000190866769997911"
"121.0646856","C00166","M-CO2+H[1+]","9.08667699945909e-05"
"121.0646856","C00423","M-CO+H[1+]","9.13323000872879e-06"
"121.0646856","C00811","M-CO2+H[1+]","9.08667699945909e-05"
"121.0646856","C01198","M-HCOOH+H[1+]","0.000190866769969489"
"210.9991253","C00385","M+NaCl[1+]","0.000151166769995825"
"210.9991253","C01108","M+HCOOK[1+]","0.0011511667700006"
"142.026271","C00346","M+H[1+]","0.000105466770008888"
"142.026271","C00334","M+K[1+]","0.00019453323000107"
"142.026271","C00682","M[1+]","0.000328999999993584"
"142.026271","C01005","M-CO2+H[1+]","0.000105466770008888"
"142.026271","C01026","M+K[1+]","0.00019453323000107"
"142.026271","C01205","M+K[1+]","0.00019453323000107"
"105.0334012","C00093","M-HCOONa+H[1+]","0.000175266770000349"
"105.0334012","C00180","M-H2O+H[1+]","7.52667699970289e-05"
"105.0334012","C00539","M-H2O+H[1+]","7.52667699970289e-05"
"105.0334012","C00623","M-HCOONa+H[1+]","0.000175266770000349"
"105.0334012","C00633","M-H2O+H[1+]","7.52667699970289e-05"
"105.0334012","C01173","M-C3H4O2+H[1+]","7.52667699970289e-05"
"389.8826903","C01060","M-CO2+H[1+]","0.00198616677005248"
"152.9867089","C00506","M-NH3+H[1+]","0.00143243322997932"
"450.289762","C00908","M+H[1+]","0.00241446677000567"
"200.0916305","C00082","M+H2O+H[1+]","0.000145966770020323"
"200.0916305","C00826","M-CO+H[1+]","4.59667699885813e-05"
"169.0493812","C00502","M(S34)+H[1+]","0.0013952667700039"
"169.0493812","C00544","M+H[1+]","0.000195266770020908"
"169.0493812","C00545","M(S34)+H[1+]","0.0013952667700039"
"169.0493812","C00878","M(S34)+H[1+]","0.0013952667700039"
"169.0493812","C01031","M(C13)+2H[2+]","0.00105473322997796"
"169.0493812","C01161","M+H[1+]","0.000195266770020908"
"87.04628889","C00196","M-HCOONa+H[1+]","0.000187576770002806"
"87.04628889","C00230","M-HCOONa+H[1+]","0.000187576770002806"
"87.04628889","C00628","M-HCOONa+H[1+]","0.000187576770002806"
"526.9986386","C00081","M+H2O+H[1+]","0.00096213323001848"
"526.9986386","C01348","M+H2O+H[1+]","0.00096213323001848"
"117.090939","C00414","M+H2O+H[1+]","0.00013746676998494"
"213.111933","C00670","M-HCOOH+H[1+]","0.00054346676998307"
"222.8961689","C00536","M-H4O2+H[1+]","0.000492433229965172"
"243.0155011","C01075","M-NH3+H[1+]","0.00147536677002336"
"243.0155011","C01067","M-H2O+H[1+]","0.00137536676999162"
"243.0155011","C01267","M+Na[1+]","0.00132463322998433"
"1198.711329","C01289","M+HCOONa[1+]","0.00545253323002726"
"162.0581287","C00651","M(Cl37)+H[1+]","0.000452233229992771"
"148.0762163","C00079","M-H2O+H[1+]","0.000539833229993292"
"148.0762163","C00788","M-H4O2+H[1+]","0.000639833229996611"
"148.0762163","C00954","M-CO+H[1+]","0.000639833229996611"
"148.0762163","C01233","M-HCOONa+H[1+]","0.00043983322996155"
"148.0762163","C01386","M-CO+H[1+]","0.000639833229996611"
"297.1109815","C00921","M-H2O+H[1+]","0.00160503322996419"
"140.1068902","C00783","M+H[1+]","8.62667700118891e-05"
"140.1068902","C00788","M-CO2+H[1+]","8.62667699834674e-05"
"87.04400057","C00111","M-HCOOK+H[1+]","2.41032300039024e-05"
"87.04400057","C00118","M-HCOOK+H[1+]","2.41032300039024e-05"
"87.04400057","C00334","M-NH3+H[1+]","7.58967699994173e-05"
"87.04400057","C00661","M-HCOOK+H[1+]","2.41032300039024e-05"
"87.04400057","C00741","M+H[1+]","7.58967699994173e-05"
"87.04400057","C01026","M-NH3+H[1+]","7.58967699994173e-05"
"87.04400057","C01205","M-NH3+H[1+]","7.58967699994173e-05"
"87.04400057","C00433","M-CO2+H[1+]","7.58967699994173e-05"
"87.04400057","C00489","M-HCOOH+H[1+]","0.000175896770002737"
"87.04400057","C00490","M-CO2+H[1+]","7.58967699994173e-05"
"87.04400057","C00503","M-H4O2+H[1+]","2.41032300039024e-05"
"87.04400057","C00596","M-CO+H[1+]","2.41032300039024e-05"
"87.04400057","C00670","M+3H[3+]","0.000142563436654086"
"87.04400057","C00900","M-HCOOH+H[1+]","0.000175896770002737"
"87.04400057","C00989","M-H2O+H[1+]","2.41032299896915e-05"
"87.04400057","C01089","M-H2O+H[1+]","2.41032299896915e-05"
"87.04400057","C01188","M-H2O+H[1+]","2.41032299896915e-05"
"210.0870209","C00386","M-NH3+H[1+]","0.00035556676999704"
"210.0870209","C00881","M-H2O+H[1+]","0.00025556676999372"
"147.6286912","C01090","M(C13)+2H[2+]","0.000385266770024373"
"103.0388667","C00109","M+H[1+]","0.00010976676999519"
"103.0388667","C00164","M+H[1+]","0.00010976676999519"
"103.0388667","C00188","M-NH3+H[1+]","0.00010976676999519"
"103.0388667","C00232","M+H[1+]","0.00010976676999519"
"103.0388667","C00263","M-NH3+H[1+]","0.00010976676999519"
"103.0388667","C00331","M(C13)+2H[2+]","0.000790233230006265"
"103.0388667","C00349","M+H[1+]","0.00010976676999519"
"103.0388667","C00820","M-NH3+H[1+]","0.00010976676999519"
"103.0388667","C00026","M-CO2+H[1+]","0.00010976676999519"
"103.0388667","C00197","M-HCOOK+H[1+]","9.76676999187021e-06"
"103.0388667","C00433","M-CO+H[1+]","9.76676999187021e-06"
"103.0388667","C00490","M-CO+H[1+]","9.76676999187021e-06"
"103.0388667","C00493","M-C3H4O2+H[1+]","0.000109766769980979"
"103.0388667","C00597","M-HCOOK+H[1+]","9.76676999187021e-06"
"103.0388667","C00631","M-HCOOK+H[1+]","9.76676999187021e-06"
"103.0388667","C00652","M-HCOOH+H[1+]","0.00020976676999851"
"103.0388667","C00684","M-HCOOH+H[1+]","0.00020976676999851"
"103.0388667","C00815","M-HCOOH+H[1+]","0.00020976676999851"
"103.0388667","C01087","M-HCOOH+H[1+]","0.00020976676999851"
"103.0388667","C01114","M-HCOOH+H[1+]","0.00020976676999851"
"127.0388408","C01108","M+H[1+]","0.000135666769992326"
"127.0388408","C00196","M-CO+H[1+]","3.56667699890068e-05"
"127.0388408","C00230","M-CO+H[1+]","3.56667699890068e-05"
"127.0388408","C00472","M+H2O+H[1+]","0.000135666769992326"
"127.0388408","C00478","M-H4O2+H[1+]","3.56667699890068e-05"
"127.0388408","C00628","M-CO+H[1+]","3.56667699890068e-05"
"127.0388408","C00922","M-H2O+H[1+]","0.000135666770006537"
"127.0388408","C01088","M-H4O2+H[1+]","3.56667699890068e-05"
"127.0388408","C01207","M-C3H4O2+H[1+]","0.000135666769978116"
"127.0388408","C01424","M-CO2+H[1+]","0.000135666769992326"
"145.097046","C00666","M-HCOOH+H[1+]","0.000230466770005933"
"145.097046","C00680","M-HCOOH+H[1+]","0.000230466770005933"
"145.097046","C01028","M-H2O+H[1+]","3.04667699992933e-05"
"169.0849698","C00179","M+K[1+]","0.000393333229993686"
"169.0849698","C00854","M+HCOONa[1+]","0.00149333323000178"
"169.0849698","C01149","M+K[1+]","0.00100666676999595"
"169.0849698","C01152","M[1+]","0.000130200000000968"
"180.112979","C00959","M+H+Na[2+]","0.000347466769994753"
"195.1126929","C01297","M+H[1+]","8.35667700016529e-05"
"195.1126929","C00400","M+K[1+]","0.00148356676999128"
"195.1126929","C00553","M+K[1+]","0.00148356676999128"
"195.1126929","C00780","M+H2O+H[1+]","0.000183566770004973"
"243.017033","C01075","M-NH3+H[1+]","5.65332299800048e-05"
"243.017033","C01067","M-H2O+H[1+]","0.000156533230011746"
"89.04179696","C00741","M(Cl37)+H[1+]","0.00052049322999892"
"298.0962329","C00170","M+H[1+]","0.000643566770008874"
"298.0962329","C00921","M-NH3+H[1+]","0.00275643322999031"
"390.2143512","C00234","M-HCOOK+H[1+]","0.00247473322997394"
"220.9880499","C00703","M+H2O+H[1+]","0.000426566770016734"
"220.9880499","C01319","M+H2O+H[1+]","0.000426566770016734"
"486.988169","C00363","M+HCOOK[1+]","0.00330746676996796"
"486.988169","C00460","M+H2O+H[1+]","0.00330746676996796"
"233.1379348","C01223","M+H2O+H[1+]","0.000858333229984964"
"361.2340029","C01090","M+HCOONa[1+]","0.000873566769996614"
"176.0704361","C00954","M+H[1+]","0.000140366770011724"
"176.0704361","C01250","M(S34)+H[1+]","0.00144036677002646"
"176.0704361","C01386","M+H[1+]","0.000140366770011724"
"176.0704361","C00331","M-CO+H[1+]","4.03667700084043e-05"
"716.2471004","C01266","M+HCOONa[1+]","0.000276066769970384"
"221.979968","C01243","M+H+Na[2+]","0.000491533230018604"
"221.979968","C01245","M+H+Na[2+]","0.000491533230018604"
"419.3145169","C00477","M-HCOOH+H[1+]","0.0011595667700135"
"324.0583031","C00055","M+H[1+]","0.000873366770008488"
"324.0583031","C01421","M-NH3+H[1+]","0.00187336677004168"
"324.0583031","C00941","M+H2O+H[1+]","0.000873366770008488"
"324.0583031","C01294","M+Na[1+]","0.00152663323001434"
"107.0854553","C01014","M-HCOOH+H[1+]","0.000121166769972092"
"199.1075421","C00214","M-CO2+H[1+]","0.000234366770030192"
"199.1075421","C00931","M-CO+H[1+]","0.000134366770026872"
"199.1075421","C01387","M+HCOOK[1+]","0.00193436677000136"
"118.0649836","C00463","M+H[1+]","9.28667699895414e-05"
"188.0514793","C00188","M+HCOONa[1+]","0.00139716676997637"
"188.0514793","C00263","M+HCOONa[1+]","0.00139716676997637"
"188.0514793","C00820","M+HCOONa[1+]","0.00139716676997637"
"123.5220712","C01249","M+H+Na[2+]","0.00025526676999732"
"284.2658365","C00712","M(C13)+H[1+]","0.000739966770026967"
"129.054483","C01125","M+H[1+]","9.34667700107639e-05"
"129.054483","C00090","M+H2O+H[1+]","0.000193466770014084"
