"Query.Mass","Matched.Compound","Matched.Form","Mass.Diff"
"146.0599253","C00082","M-H4O2+H[1+]","5.11667700209273e-05"
"699.1511254","C01201","M-NH3+H[1+]","0.00245106677016338"
"154.0690437","C00440","M+3H[3+]","0.000432766769989712"
"293.0680332","C01185","M-CO2+H[1+]","0.002156733229981"
"99.05520225","C00178","M-CO+H[1+]","2.57832300007976e-05"
"99.05520225","C00396","M+H2O+H[1+]","7.4216770002522e-05"
"139.0373387","C00141","M+Na[1+]","0.000762233229977483"
"111.0439427","C00090","M+H[1+]","0.000133766769991439"
"111.0439427","C00450","M-NH3+H[1+]","0.000133766769991439"
"111.0439427","C00530","M+H[1+]","0.000133766769991439"
"111.0439427","C00156","M-CO+H[1+]","3.37667699881194e-05"
"111.0439427","C00196","M-CO2+H[1+]","0.000133766769991439"
"111.0439427","C00230","M-CO2+H[1+]","0.000133766769991439"
"111.0439427","C00380","M[1+]","0.000642700000000218"
"111.0439427","C00587","M-CO+H[1+]","3.37667699881194e-05"
"111.0439427","C00628","M-CO2+H[1+]","0.000133766769991439"
"111.0439427","C00659","M-H4O2+H[1+]","3.37667699881194e-05"
"111.0439427","C00772","M-H4O2+H[1+]","3.37667699881194e-05"
"111.0439427","C00805","M-CO+H[1+]","3.37667699881194e-05"
"111.0439427","C00966","M-H4O2+H[1+]","3.37667699881194e-05"
"111.0439427","C01053","M-H4O2+H[1+]","3.37667699881194e-05"
"111.0439427","C01125","M-H2O+H[1+]","3.37667700023303e-05"
"172.0401452","C00073","M+Na[1+]","0.00013126676998354"
"172.0401452","C00855","M+Na[1+]","0.00013126676998354"
"172.0401452","C01252","M-H4O2+H[1+]","0.000868733229992813"
"144.101773","C00318","M-H2O+H[1+]","0.000103466769985516"
"122.0598917","C00250","M-HCOOH+H[1+]","0.000184766769990574"
"122.0598917","C00650","M-CO+H[1+]","8.47667699872545e-05"
"122.0598917","C00971","M-CO2+H[1+]","0.000184766769990574"
"330.0831256","C01169","M+Na[1+]","0.00264913322996563"
"169.0456879","C00659","M+Na[1+]","0.00148856677000708"
"169.0456879","C00772","M+Na[1+]","0.00148856677000708"
"169.0456879","C00966","M+Na[1+]","0.00148856677000708"
"169.0456879","C01053","M+Na[1+]","0.00148856677000708"
"187.0575411","C00507","M+Na[1+]","0.000235366769999246"
"187.0575411","C00586","M+Na[1+]","0.000235366769999246"
"187.0575411","C00861","M+Na[1+]","0.000235366769999246"
"187.0575411","C01018","M+Na[1+]","0.000235366769999246"
"187.0575411","C01019","M+Na[1+]","0.000235366769999246"
"167.056205","C00502","M+H[1+]","0.00122853323000527"
"167.056205","C00545","M+H[1+]","0.00122853323000527"
"167.056205","C00878","M+H[1+]","0.00122853323000527"
"167.056205","C00191","M-CO+H[1+]","0.00122853323000527"
"167.056205","C00333","M-CO+H[1+]","0.00122853323000527"
"167.056205","C00558","M-CO+H[1+]","0.00122853323000527"
"167.056205","C00618","M-CO+H[1+]","0.00122853323000527"
"167.056205","C00652","M+H2O+H[1+]","0.00112853322997353"
"167.056205","C00684","M+H2O+H[1+]","0.00112853322997353"
"167.056205","C00815","M+H2O+H[1+]","0.00112853322997353"
"167.056205","C00818","M-CO2+H[1+]","0.00112853323000195"
"167.056205","C00879","M-CO2+H[1+]","0.00112853323000195"
"167.056205","C00896","M+2H[2+]","0.000878533230007861"
"167.056205","C00905","M-CO+H[1+]","0.00122853323000527"
"167.056205","C01062","M-CO+H[1+]","0.00122853323000527"
"167.056205","C01087","M+H2O+H[1+]","0.00112853322997353"
"167.056205","C01114","M+H2O+H[1+]","0.00112853322997353"
"167.056205","C01187","M-C3H4O2+H[1+]","0.00112853323000195"
"155.9934254","C00093","M-NH3+H[1+]","0.00105106677000322"
"155.9934254","C00623","M-NH3+H[1+]","0.00105106677000322"
"123.0302678","C00097","M(C13)+H[1+]","0.000108666769989441"
"123.0302678","C00736","M(C13)+H[1+]","0.000108666769989441"
"123.0302678","C00793","M(C13)+H[1+]","0.000108666769989441"
"123.0302678","C00366","M-HCOOH+H[1+]","9.13332300171987e-05"
"236.9943463","C01143","M-C3H4O2+H[1+]","0.00196983322999245"
"391.0336712","C00200","M+HCOOK[1+]","0.00230526677000853"
"119.0009385","C00396","M+K[1+]","0.000762033230003567"
"99.04387403","C00148","M-NH3+H[1+]","0.000202436769995984"
"99.04387403","C00763","M-NH3+H[1+]","0.000202436769995984"
"99.04387403","C00141","M-H2O+H[1+]","0.000102436770006875"
"99.04387403","C00682","M-CO2+H[1+]","0.000202436769995984"
"99.04387403","C00922","M-HCOOH+H[1+]","0.000302436769999304"
"99.04387403","C01108","M-CO+H[1+]","0.000102436769992664"
"87.08039933","C01390","M+H[1+]","7.71367699883285e-05"
"87.08039933","C00233","M-CO2+H[1+]","7.71367699741177e-05"
"87.08039933","C00671","M-CO2+H[1+]","7.71367699741177e-05"
"87.08039933","C00902","M-CO2+H[1+]","7.71367699741177e-05"
"87.08039933","C01012","M-CO2+H[1+]","7.71367699741177e-05"
"87.08039933","C01147","M-CO+H[1+]","2.28632300149911e-05"
"131.0450409","C00106","M+H2O+H[1+]","0.000135566770012474"
"131.0450409","C00337","M-CO+H[1+]","3.55667700091544e-05"
"131.0450409","C00438","M-HCOOH+H[1+]","0.000135566769984052"
"106.1101152","C00624","M-HCOOK+H[1+]","0.000438733229984223"
"115.0752309","C00123","M-NH3+H[1+]","0.000145566770015648"
"115.0752309","C00407","M-NH3+H[1+]","0.000145566770015648"
"115.0752309","C01147","M+H[1+]","0.000145566770001437"
"119.0814627","C00064","M-CO+H[1+]","8.62332300215485e-05"
"119.0814627","C00303","M-CO+H[1+]","8.62332300215485e-05"
"119.0814627","C00666","M-C3H4O2+H[1+]","0.000113766769999302"
"119.0814627","C00680","M-C3H4O2+H[1+]","0.000113766769999302"
"119.0814627","C00819","M-CO+H[1+]","8.62332300215485e-05"
"139.0153765","C01210","M-NH3+H[1+]","9.99667699943529e-05"
"89.52979936","C00438","M(C13)+2H[2+]","0.000827106769989427"
"124.0436275","C01314","M(C13)+3H[3+]","0.000551033230010489"
"246.0248549","C00644","M-NH3+H[1+]","0.00132156676997397"
"246.0248549","C01096","M-NH3+H[1+]","0.00132156676997397"
"246.0363587","C00579","M+K[1+]","0.00161776677001058"
"246.0363587","C00956","M+HCOOK[1+]","0.00101776677001908"
"246.0363587","C01046","M+HCOOK[1+]","0.00101776677001908"
"246.0363587","C01077","M+HCOOK[1+]","0.00101776677001908"
"246.0363587","C01249","M+Na[1+]","0.00101776677001908"
"207.0570922","C00202","M+Na[1+]","0.00131573323000111"
"137.0595986","C00548","M+H[1+]","7.78667700274127e-05"
"137.0595986","C00166","M-CO+H[1+]","2.21332299759069e-05"
"137.0595986","C00811","M-CO+H[1+]","2.21332299759069e-05"
"137.0595986","C01179","M-CO2+H[1+]","0.000177866770030732"
"137.0595986","C01197","M-CO2+H[1+]","0.000177866770030732"
"137.0595986","C01405","M-CO2+H[1+]","0.000177866770030732"
"199.9967132","C01044","M+K[1+]","0.00153673322998316"
"193.1433454","C01425","M-HCOOK+H[1+]","0.00156893322997576"
"157.0970287","C00437","M-H2O+H[1+]","4.77667699954054e-05"
"157.0970287","C01047","M-H2O+H[1+]","4.77667699954054e-05"
"163.0489094","C00715","M[1+]","0.000490599999977803"
"186.008207","C00758","M-NH3+H[1+]","0.000830533229986941"
"186.008207","C00841","M-NH3+H[1+]","0.000830533229986941"
"113.0349519","C00106","M+H[1+]","0.000375433230004774"
"113.0349519","C01031","M(C13)+3H[3+]","0.000375433229990563"
"113.0349519","C00295","M-CO2+H[1+]","0.000375433230004774"
"113.0349519","C00337","M-HCOOH+H[1+]","0.000275433230001454"
"389.3448359","C01301","M-HCOOH+H[1+]","0.00335943323000265"
"181.0527915","C00198","M(Cl37)+H[1+]","0.000615033230019435"
"181.0527915","C00204","M(Cl37)+H[1+]","0.000615033230019435"
"181.0527915","C00273","M(Cl37)+H[1+]","0.000615033230019435"
"181.0527915","C00691","M(Cl37)+H[1+]","0.000615033230019435"
"181.0527915","C01040","M(Cl37)+H[1+]","0.000615033230019435"
"181.0527915","C01115","M(Cl37)+H[1+]","0.000615033230019435"
"181.0527915","C01216","M(Cl37)+H[1+]","0.000615033230019435"
"424.2732142","C00397","M-CO2+H[1+]","0.0033622667700115"
"96.06882315","C00715","M-HCOONa+H[1+]","0.000453316769991829"
"158.1173954","C00783","M+H2O+H[1+]","0.000181066770039706"
"158.1173954","C01090","M+H+Na[2+]","0.000981066770037842"
"324.9228829","C00236","M+NaCl[1+]","0.00229356676999259"
"324.9228829","C01159","M+NaCl[1+]","0.00229356676999259"
"105.0545749","C00989","M+H[1+]","1.56676999552019e-06"
"105.0545749","C01089","M+H[1+]","1.56676999552019e-06"
"105.0545749","C01188","M+H[1+]","1.56676999552019e-06"
"105.0545749","C00121","M-HCOOH+H[1+]","0.000101566769970418"
"105.0545749","C00181","M-HCOOH+H[1+]","0.000101566769970418"
"105.0545749","C00216","M-HCOOH+H[1+]","0.000101566769970418"
"105.0545749","C00259","M-HCOOH+H[1+]","0.000101566769970418"
"105.0545749","C00309","M-HCOOH+H[1+]","0.000101566769970418"
"105.0545749","C00310","M-HCOOH+H[1+]","0.000101566769970418"
"105.0545749","C00312","M-HCOOH+H[1+]","0.000101566769970418"
"105.0545749","C00476","M-HCOOH+H[1+]","0.000101566769970418"
"105.0545749","C00489","M-CO+H[1+]","1.56676999552019e-06"
"105.0545749","C00503","M-H2O+H[1+]","1.56676999552019e-06"
"105.0545749","C00508","M-HCOOH+H[1+]","0.000101566769970418"
"105.0545749","C00652","M-CO2+H[1+]","0.00010156676999884"
"105.0545749","C00684","M-CO2+H[1+]","0.00010156676999884"
"105.0545749","C00741","M+H2O+H[1+]","0.000101566769984629"
"105.0545749","C00815","M-CO2+H[1+]","0.00010156676999884"
"105.0545749","C00900","M-CO+H[1+]","1.56676999552019e-06"
"105.0545749","C01087","M-CO2+H[1+]","0.00010156676999884"
"105.0545749","C01114","M-CO2+H[1+]","0.00010156676999884"
"105.0545749","C01394","M-HCOOH+H[1+]","0.000101566769970418"
"137.0808798","C00031","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00095","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00124","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00137","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00159","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00221","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00247","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00267","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00392","M-HCOOH+H[1+]","3.33322998358199e-06"
"137.0808798","C00507","M-CO+H[1+]","0.000103333229986902"
"137.0808798","C00586","M-CO+H[1+]","0.000103333229986902"
"137.0808798","C00737","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00738","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00764","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00794","M-HCOOH+H[1+]","3.33322998358199e-06"
"137.0808798","C00795","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00861","M-CO+H[1+]","0.000103333229986902"
"137.0808798","C00936","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00962","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C00984","M-CO2+H[1+]","3.33322998358199e-06"
"137.0808798","C01018","M-CO+H[1+]","0.000103333229986902"
"137.0808798","C01019","M-CO+H[1+]","0.000103333229986902"
"187.0962882","C00670","M-C3H4O2+H[1+]","0.000488266769991696"
"229.0855599","C00509","M-CO2+H[1+]","0.000416566769985138"
"229.0855599","C00774","M-HCOOH+H[1+]","0.000416566769985138"
"229.0855599","C01263","M-CO2+H[1+]","0.000416566769985138"
"267.1850861","C00933","M-CO2+H[1+]","0.00220963322999523"
"340.0196399","C00206","M-C3H4O2+H[1+]","0.00103656676998298"
"340.0196399","C00357","M+K[1+]","0.000563433230013288"
"116.0530919","C00429","M(C13)+H[1+]","0.000484566769998196"
"186.0759428","C00202","M(C13)+H[1+]","0.00123366676999126"
"186.0759428","C00140","M-H4O2+H[1+]","3.36667700082671e-05"
"186.0759428","C00250","M+H2O+H[1+]","0.000133666770011587"
"186.0759428","C00645","M-H4O2+H[1+]","3.36667700082671e-05"
"186.0759428","C00859","M+H+Na[2+]","0.000983666770025593"
"186.0759428","C01132","M-H4O2+H[1+]","3.36667700082671e-05"
"215.1274841","C01223","M+H[1+]","0.00100763322998887"
"215.1274841","C00670","M-CO2+H[1+]","0.00059236676997898"
"215.1274841","C00939","M-HCOONa+H[1+]","9.23667700476472e-05"
"139.0864956","C00437","M-H4O2+H[1+]","1.91332299834812e-05"
"139.0864956","C01047","M-H4O2+H[1+]","1.91332299834812e-05"
"136.1241987","C00521","M[1+]","0.00100130000001286"
"192.1229273","C00371","M-CO+H[1+]","0.00134916677001229"
"192.1229273","C00864","M-CO+H[1+]","4.91667700259768e-05"
"223.1325309","C00843","M+HCOONa[1+]","0.00205443323000054"
"223.1325309","C01411","M+HCOONa[1+]","0.00205443323000054"
"123.0650813","C00503","M+H[1+]","9.51667699951031e-05"
"123.0650813","C00121","M-CO+H[1+]","4.83323002242741e-06"
"123.0650813","C00181","M-CO+H[1+]","4.83323002242741e-06"
"123.0650813","C00216","M-CO+H[1+]","4.83323002242741e-06"
"123.0650813","C00259","M-CO+H[1+]","4.83323002242741e-06"
"123.0650813","C00309","M-CO+H[1+]","4.83323002242741e-06"
"123.0650813","C00310","M-CO+H[1+]","4.83323002242741e-06"
"123.0650813","C00312","M-CO+H[1+]","4.83323002242741e-06"
"123.0650813","C00476","M-CO+H[1+]","4.83323002242741e-06"
"123.0650813","C00502","M-CO2+H[1+]","9.51667699808922e-05"
"123.0650813","C00508","M-CO+H[1+]","4.83323002242741e-06"
"123.0650813","C00545","M-CO2+H[1+]","9.51667699808922e-05"
"123.0650813","C00878","M-CO2+H[1+]","9.51667699808922e-05"
"123.0650813","C00989","M+H2O+H[1+]","9.51667699951031e-05"
"123.0650813","C01089","M+H2O+H[1+]","9.51667699951031e-05"
"123.0650813","C01188","M+H2O+H[1+]","9.51667699951031e-05"
"123.0650813","C01394","M-CO+H[1+]","4.83323002242741e-06"
"361.0205339","C00015","M-CO2+H[1+]","0.000857433229953131"
"361.0205339","C00364","M+K[1+]","0.00115743322993467"
"361.0205339","C01346","M-CO+H[1+]","0.000957433229984872"
"139.038912","C00156","M+H[1+]","6.44667699987167e-05"
"139.038912","C00587","M+H[1+]","6.44667699987167e-05"
"139.038912","C00805","M+H[1+]","6.44667699987167e-05"
"139.038912","C00493","M-H4O2+H[1+]","3.5533230004603e-05"
"254.8147324","C01382","M+H[1+]","0.00144406677000575"
"206.9455773","C00074","M+K[1+]","0.000400833229974751"
"228.1591073","C01255","M-NH3+H[1+]","0.000369166770013862"
"134.0810288","C00148","M+H2O+H[1+]","0.000147666770004662"
"134.0810288","C00329","M-HCOOH+H[1+]","0.00024766676997956"
"134.0810288","C00763","M+H2O+H[1+]","0.000147666770004662"
"134.0810288","C00956","M-CO+H[1+]","4.76667700013422e-05"
"134.0810288","C01046","M-CO+H[1+]","4.76667700013422e-05"
"134.0810288","C01077","M-CO+H[1+]","4.76667700013422e-05"
"134.0810288","C01214","M-HCOOH+H[1+]","0.00024766676997956"
"344.0625694","C00224","M-HCOOK+H[1+]","0.00330706677004855"
"283.2623938","C00319","M-NH3+H[1+]","0.000782666770021478"
"283.2623938","C00712","M+H[1+]","0.000782666770021478"
"210.0788007","C00579","M(S34)+H[1+]","0.000524233229981519"
"210.0788007","C00579","M(Cl37)+H[1+]","0.000875766770008113"
"442.0396189","C00513","M-H4O2+H[1+]","0.00145756677000008"
"152.0916147","C00329","M-CO+H[1+]","6.17667699884805e-05"
"152.0916147","C01214","M-CO+H[1+]","6.17667699884805e-05"
"152.0916147","C01300","M-CO2+H[1+]","0.00146176677000653"
"224.9558718","C00197","M+K[1+]","0.000195333230010419"
"224.9558718","C00227","M+HCOOK[1+]","0.000204666770002859"
"224.9558718","C00597","M+K[1+]","0.000195333230010419"
"224.9558718","C00631","M+K[1+]","0.000195333230010419"
"500.827825","C01244","M+HCOONa[1+]","0.0023514667699942"
"161.0595776","C01107","M-HCOONa+H[1+]","0.000198866770006134"
"245.1378457","C00837","M-H2O+H[1+]","0.00216923323000628"
"233.0782106","C00062","M+NaCl[1+]","0.000634133229993949"
"233.0782106","C00792","M+NaCl[1+]","0.000634133229993949"
"307.2453","C00219","M(S34)+H[1+]","0.00202353322998761"
"307.2453","C00219","M(Cl37)+H[1+]","0.000623533229941131"
"132.0749875","C00233","M(C13)+H[1+]","0.00131103322999593"
"132.0749875","C00671","M(C13)+H[1+]","0.00131103322999593"
"132.0749875","C00902","M(C13)+H[1+]","0.00131103322999593"
"132.0749875","C01012","M(C13)+H[1+]","0.00131103322999593"
"131.0917456","C00308","M-HCOOH+H[1+]","0.00103086677000874"
"167.0813757","C00933","M+H+Na[2+]","0.000399233230012896"
"118.0861385","C00183","M+H[1+]","0.000137966769983677"
"118.0861385","C00431","M+H[1+]","0.000137966769983677"
"118.0861385","C00719","M+H[1+]","0.000137966769983677"
"118.0861385","C00956","M-CO2+H[1+]","0.000137966769997888"
"118.0861385","C01046","M-CO2+H[1+]","0.000137966769997888"
"118.0861385","C01077","M-CO2+H[1+]","0.000137966769997888"
"88.07561082","C00555","M+H[1+]","6.56467699968744e-05"
"88.07561082","C00148","M-CO+H[1+]","3.43532300064453e-05"
"88.07561082","C00430","M-CO2+H[1+]","6.56467699968744e-05"
"88.07561082","C00763","M-CO+H[1+]","3.43532300064453e-05"
"88.07561082","C01015","M-CO2+H[1+]","6.56467699968744e-05"
"88.07561082","C01073","M-CO2+H[1+]","6.56467699968744e-05"
"88.07561082","C01110","M-CO2+H[1+]","6.56467699968744e-05"
"88.07561082","C01157","M-CO2+H[1+]","6.56467699968744e-05"
"88.07561082","C01165","M-CO2+H[1+]","6.56467699968744e-05"
"163.0792866","C00956","M(C13)+H[1+]","0.000189866770028857"
"163.0792866","C01046","M(C13)+H[1+]","0.000189866770028857"
"163.0792866","C01077","M(C13)+H[1+]","0.000189866770028857"
"157.9857864","C00872","M+K[1+]","0.00110993322999775"
"246.0862425","C00475","M(S34)+H[1+]","0.00233396677000997"
"246.0862425","C01092","M+NaCl[1+]","0.000433966770003735"
"171.5085373","C00354","M(C13)+2H[2+]","0.00156083323000189"
"171.5085373","C00665","M(C13)+2H[2+]","0.00156083323000189"
"171.5085373","C01220","M(C13)+2H[2+]","0.00156083323000189"
"171.5085373","C01231","M(C13)+2H[2+]","0.00156083323000189"
"111.0915821","C00047","M-H4O2+H[1+]","5.63322998914373e-06"
"111.0915821","C00739","M-H4O2+H[1+]","5.63322998914373e-06"
"111.0915821","C01142","M-H4O2+H[1+]","5.63322998914373e-06"
"111.0915821","C01186","M-H4O2+H[1+]","5.63322998914373e-06"
"86.09633645","C00123","M-HCOOH+H[1+]","0.000140016770004081"
"86.09633645","C00407","M-HCOOH+H[1+]","0.000140016770004081"
"86.09633645","C00408","M-CO2+H[1+]","0.000140016770004081"
"293.097253","C00284","M+H[1+]","0.000723466770011783"
"138.0548114","C00108","M+H[1+]","0.000165066769994837"
"138.0548114","C00568","M+H[1+]","0.000165066769994837"
"138.0548114","C01004","M+H[1+]","0.000165066769994837"
"138.0548114","C00847","M-HCOOH+H[1+]","0.000265066769998157"
"138.0548114","C00971","M-CO+H[1+]","6.50667699915175e-05"
"138.0548114","C01250","M-H4O2+H[1+]","6.50667700199392e-05"
"829.0581809","C00006","M+HCOOK[1+]","0.00630443323007057"
"202.9941983","C00042","M+HCOOK[1+]","0.000978166770011057"
"202.9941983","C01218","M-C3H4O2+H[1+]","0.000978166770039479"
"135.0632901","C00561","M(C13)+H[1+]","0.000186366770009272"
"135.0632901","C00903","M(Cl37)+H[1+]","0.00131363322998368"
"209.1169301","C01425","M-HCOONa+H[1+]","0.00125363322996463"
"141.1021458","C00534","M-CO+H[1+]","3.06667700158414e-05"
"158.9839921","C00988","M(S34)+H[1+]","0.00148436677002906"
"1028.129861","C00406","M+HCOOK[1+]","0.00131546677016559"
"128.0421971","C01108","M(C13)+H[1+]","0.000179366769998524"
"99.04857419","C00437","M+H+Na[2+]","9.77232299987918e-05"
"99.04857419","C01047","M+H+Na[2+]","9.77232299987918e-05"
"450.9897687","C00616","M+HCOONa[1+]","0.00440776676998667"
"209.9786217","C00169","M+HCOONa[1+]","0.00124523322998016"
"189.0467243","C00852","M+H+Na[2+]","0.000897833229998923"
"145.1697886","C01037","M-CO2+H[1+]","0.000187866770005485"
"253.0967236","C01185","M-HCOOK+H[1+]","0.00234713322996072"
"222.9767587","C00236","M-CO2+H[1+]","1.7766769985883e-05"
"222.9767587","C01159","M-CO2+H[1+]","1.7766769985883e-05"
"234.9859893","C00552","M+HCOOK[1+]","0.00101283322999279"
"234.9859893","C00898","M+HCOOK[1+]","0.00101283322999279"
"112.0994053","C00329","M-HCOONa+H[1+]","0.000128833230007785"
"112.0994053","C00822","M-HCOOK+H[1+]","0.000228833229996894"
"112.0994053","C01214","M-HCOONa+H[1+]","0.000128833230007785"
"536.9692024","C00460","M+HCOONa[1+]","0.000925933229950715"
"359.0406167","C00363","M-CO2+H[1+]","0.000240233229988007"
"359.0406167","C01185","M+Na[1+]","0.00294023322999237"
"552.9617948","C00075","M+HCOONa[1+]","0.00138166677004392"
"1168.685392","C01289","M+K[1+]","0.0114155332300925"
"466.5836251","C01063","M+H+Na[2+]","0.00375136676996135"
"287.2207767","C00376","M(Cl37)+H[1+]","0.00230023322995976"
"291.0833794","C01225","M-CO2+H[1+]","0.000597066770012589"
"138.9799335","C00988","M-H2O+H[1+]","0.000857033229976878"
"170.1174194","C01092","M-H2O+H[1+]","5.70667700117156e-05"
"310.9912319","C01095","M+H[1+]","0.0015445667700078"
"310.9912319","C01151","M+H[1+]","0.0015445667700078"
"310.9912319","C01182","M+H[1+]","0.0015445667700078"
"304.153578","C01416","M+H[1+]","0.000798466770049799"
"456.9732079","C01345","M-H4O2+H[1+]","0.0023314332299833"
"119.0490644","C00166","M-HCOOH+H[1+]","0.000112066769986541"
"119.0490644","C00548","M-H2O+H[1+]","1.20667699974319e-05"
"119.0490644","C00811","M-HCOOH+H[1+]","0.000112066769986541"
"244.0408001","C01042","M+HCOONa[1+]","0.00197636677000901"
"244.0408001","C01045","M+HCOONa[1+]","0.00197636677000901"
"130.0026873","C00026","M-NH3+H[1+]","0.000410833229977925"
"183.0650721","C00031","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00095","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00124","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00137","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00159","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00221","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00247","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00267","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00737","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00738","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00764","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00795","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00936","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00962","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00984","M(S34)+H[1+]","0.00140436677000366"
"183.0650721","C00166","M+H2O+H[1+]","0.00010436677001735"
"183.0650721","C00251","M-CO2+H[1+]","0.000104366769988928"
"183.0650721","C00254","M-CO2+H[1+]","0.000104366769988928"
"183.0650721","C00761","M+H+Na[2+]","0.00104563322997819"
"183.0650721","C00811","M+H2O+H[1+]","0.00010436677001735"
"183.0650721","C00885","M-CO2+H[1+]","0.000104366769988928"
"141.1272441","C00848","M-CO+H[1+]","3.23667700001806e-05"
"143.0701979","C00114","M+K[1+]","7.8566769985855e-05"
"143.0701979","C00727","M+H2O+H[1+]","7.85667700142767e-05"
"157.0494554","C01250","M-NH3+H[1+]","0.000121066770020661"
"157.0494554","C00156","M+H2O+H[1+]","0.000121066770020661"
"157.0494554","C00296","M-H4O2+H[1+]","2.10667700173417e-05"
"157.0494554","C00493","M-H2O+H[1+]","2.106676998892e-05"
"157.0494554","C00587","M+H2O+H[1+]","0.000121066770020661"
"157.0494554","C00805","M+H2O+H[1+]","0.000121066770020661"
"157.0494554","C01036","M-CO2+H[1+]","0.000121066770020661"
"157.0494554","C01061","M-CO2+H[1+]","0.000121066770020661"
"157.0494554","C01295","M-H4O2+H[1+]","2.10667700173417e-05"
"89.07085034","C00152","M-CO2+H[1+]","0.000126126769998791"
"89.07085034","C00993","M-C3H4O2+H[1+]","0.00012612676998458"
"89.07085034","C01043","M-CO2+H[1+]","0.000126126769998791"
"225.1481785","C00400","M+HCOONa[1+]","0.00210203322998836"
"225.1481785","C00553","M+HCOONa[1+]","0.00210203322998836"
"124.0756167","C00250","M-CO2+H[1+]","5.976676999353e-05"
"124.0756167","C00314","M-HCOOH+H[1+]","0.00015976676999685"
"124.0756167","C00547","M-HCOOH+H[1+]","0.00015976676999685"
"830.0553223","C00005","M+HCOOK[1+]","0.00435416677009925"
"648.8490763","C00873","M+2H[2+]","0.00304983322996577"
"139.0154254","C01210","M-NH3+H[1+]","5.10667699984424e-05"
"136.0617142","C00147","M+H[1+]","6.22667699872181e-05"
"136.0617142","C00441","M+H2O+H[1+]","0.00123773322999909"
"136.0617142","C00579","M-C3H4O2+H[1+]","0.000337733229997639"
"136.0617142","C00715","M-CO+H[1+]","3.77332300161015e-05"
"389.0365855","C00705","M(C13)+H[1+]","0.00260903322998729"
"389.0365855","C01265","M+NaCl[1+]","0.00329096677000962"
"237.1117093","C00848","M+HCOONa[1+]","0.00203283323000392"
"237.1117093","C00939","M-HCOOH+H[1+]","0.00213283322997881"
"97.06471634","C00727","M-CO+H[1+]","3.98732300084248e-05"
"97.06471634","C01147","M-H2O+H[1+]","6.01267699948949e-05"
"97.06471634","C01407","M+H2O+H[1+]","0.000160126769984004"
"109.5356382","C01300","M+H+Na[2+]","0.000438266770004248"
"135.0551695","C00147","M[1+]","0.000669500000014978"
"206.9407523","C00753","M+Na[1+]","0.000575833230016087"
"146.1174704","C01181","M[1+]","0.000629599999996344"
"109.0150547","C00265","M-HCOOH+H[1+]","0.000978233230000569"
"109.0150547","C00950","M-HCOOH+H[1+]","0.000978233230000569"
"109.0150547","C01119","M-CO2+H[1+]","0.000978233230000569"
"109.0150547","C01269","M+3H[3+]","0.000421766770003273"
"104.0482838","C00989","M[1+]","0.00098379999998599"
"104.0482838","C01089","M[1+]","0.00098379999998599"
"104.0482838","C01188","M[1+]","0.00098379999998599"
"122.0963325","C00079","M-CO2+H[1+]","0.00014396676999695"
"122.0963325","C00783","M-H2O+H[1+]","4.39667700078417e-05"
"488.9640769","C00700","M-H4O2+H[1+]","0.00330043323003792"
"205.1080936","C00884","M-H4O2+H[1+]","0.000182866770018109"
"205.1080936","C00974","M-HCOOK+H[1+]","0.0012828667700262"
"205.1080936","C01262","M-H4O2+H[1+]","0.000182866770018109"
"205.1080936","C01378","M-HCOOK+H[1+]","0.0012828667700262"
"102.0548456","C01234","M+H[1+]","0.000130866770007287"
"102.0548456","C00025","M-HCOOH+H[1+]","0.000230866769996396"
"102.0548456","C00188","M-H2O+H[1+]","3.08667700039678e-05"
"102.0548456","C00217","M-HCOOH+H[1+]","0.000230866769996396"
"102.0548456","C00263","M-H2O+H[1+]","3.08667700039678e-05"
